id,time_id,Time_Date,Time_Year,Time_Month,Time_Day,site_id,Site_Name,Site_Location,project_id,Project_Name,Project_Status
650,650,2023-08-29 20:23:49.136371,2023,8,29,17,Sidrap,NTT,1,Grid Modernization Alpha,Planning
651,651,2023-06-11 10:35:49.136371,2023,6,11,16,Tambak Lorok,Sulawesi Utara,2,Capacity Expansion Beta,Feasibility Study
652,652,2025-04-13 15:34:49.136371,2025,4,13,3,Saguling,Jawa Tengah,1,Grid Modernization Alpha,Planning
653,653,2024-09-27 03:40:49.136371,2024,9,27,2,Cirata,Jawa Barat,2,Capacity Expansion Beta,Feasibility Study
654,654,2023-06-03 16:56:49.136371,2023,6,3,3,Saguling,Jawa Tengah,5,Efficiency Upgrade Epsilon,Completed
655,655,2023-12-18 17:48:49.136371,2023,12,18,19,Likupang,DKI Jakarta,6,Maintenance Overhaul Zeta,Cancelled
656,656,2024-08-02 11:11:49.136371,2024,8,2,22,Dieng,Sumatera Selatan,4,Rural Electrification Delta,On Hold
657,657,2024-02-13 22:17:49.136371,2024,2,13,8,Lahendong,DKI Jakarta,6,Maintenance Overhaul Zeta,Cancelled
658,658,2023-09-29 04:26:49.136371,2023,9,29,11,Paiton,Sumatera Selatan,4,Rural Electrification Delta,On Hold
659,659,2024-04-11 03:23:49.136371,2024,4,11,2,Cirata,Jawa Barat,3,New Renewable Hub Gamma,In Progress
660,660,2024-11-17 21:40:49.136371,2024,11,17,9,Ulumbu,Sulawesi Selatan,4,Rural Electrification Delta,On Hold
661,661,2025-01-10 14:31:49.136371,2025,1,10,22,Dieng,Sumatera Selatan,6,Maintenance Overhaul Zeta,Cancelled
662,662,2024-07-12 08:12:49.136371,2024,7,12,5,Darajat,Sulawesi Utara,3,New Renewable Hub Gamma,In Progress
663,663,2025-02-01 16:30:49.136371,2025,2,1,18,Jeneponto,Banten,5,Efficiency Upgrade Epsilon,Completed
664,664,2023-10-01 01:25:49.136371,2023,10,1,22,Dieng,Sumatera Selatan,5,Efficiency Upgrade Epsilon,Completed
665,665,2023-12-11 08:22:49.136371,2023,12,11,17,Sidrap,NTT,3,New Renewable Hub Gamma,In Progress
666,666,2023-11-22 19:16:49.136371,2023,11,22,24,Rantau Dedap,Jawa Barat,5,Efficiency Upgrade Epsilon,Completed
667,667,2024-09-14 18:10:49.136371,2024,9,14,13,Tanjung Jati B,Jawa Barat,1,Grid Modernization Alpha,Planning
668,668,2024-05-08 05:10:49.136371,2024,5,8,6,Wayang Windu,NTT,3,New Renewable Hub Gamma,In Progress
669,669,2023-09-29 02:16:49.136371,2023,9,29,17,Sidrap,NTT,3,New Renewable Hub Gamma,In Progress
670,670,2024-11-18 21:52:49.136371,2024,11,18,13,Tanjung Jati B,Jawa Barat,4,Rural Electrification Delta,On Hold
671,671,2023-09-08 20:22:49.136371,2023,9,8,25,Muara Laboh,Jawa Tengah,5,Efficiency Upgrade Epsilon,Completed
672,672,2024-05-16 05:15:49.136371,2024,5,16,21,Patuha,Lampung,6,Maintenance Overhaul Zeta,Cancelled
673,673,2024-02-27 05:39:49.136371,2024,2,27,21,Patuha,Lampung,6,Maintenance Overhaul Zeta,Cancelled
674,674,2023-11-07 10:35:49.136371,2023,11,7,8,Lahendong,DKI Jakarta,1,Grid Modernization Alpha,Planning
675,675,2023-08-11 16:35:49.136371,2023,8,11,5,Darajat,Sulawesi Utara,4,Rural Electrification Delta,On Hold
676,676,2024-05-14 18:48:49.136371,2024,5,14,18,Jeneponto,Banten,4,Rural Electrification Delta,On Hold
677,677,2024-04-26 09:13:49.136371,2024,4,26,17,Sidrap,NTT,4,Rural Electrification Delta,On Hold
678,678,2025-04-18 22:12:49.136371,2025,4,18,24,Rantau Dedap,Jawa Barat,4,Rural Electrification Delta,On Hold
679,679,2024-10-21 03:41:49.136371,2024,10,21,14,Grati,Jawa Tengah,3,New Renewable Hub Gamma,In Progress
680,680,2023-10-15 16:33:49.136371,2023,10,15,7,Sibayak,Banten,5,Efficiency Upgrade Epsilon,Completed
681,681,2025-04-03 20:54:49.136371,2025,4,3,4,Kamojang,Sumatera Utara,1,Grid Modernization Alpha,Planning
682,682,2023-06-23 21:19:49.136371,2023,6,23,4,Kamojang,Sumatera Utara,3,New Renewable Hub Gamma,In Progress
683,683,2025-01-19 23:37:49.136371,2025,1,19,20,Gunung Salak,Sulawesi Selatan,3,New Renewable Hub Gamma,In Progress
684,684,2023-11-27 18:13:49.136371,2023,11,27,21,Patuha,Lampung,5,Efficiency Upgrade Epsilon,Completed
685,685,2024-01-01 13:52:49.136371,2024,1,1,13,Tanjung Jati B,Jawa Barat,2,Capacity Expansion Beta,Feasibility Study
686,686,2025-03-12 17:39:49.136371,2025,3,12,7,Sibayak,Banten,3,New Renewable Hub Gamma,In Progress
687,687,2023-06-08 09:53:49.136371,2023,6,8,8,Lahendong,DKI Jakarta,5,Efficiency Upgrade Epsilon,Completed
688,688,2024-09-28 21:06:49.136371,2024,9,28,9,Ulumbu,Sulawesi Selatan,2,Capacity Expansion Beta,Feasibility Study
689,689,2024-11-23 06:38:49.136371,2024,11,23,25,Muara Laboh,Jawa Tengah,5,Efficiency Upgrade Epsilon,Completed
690,690,2023-11-06 15:33:49.136371,2023,11,6,24,Rantau Dedap,Jawa Barat,6,Maintenance Overhaul Zeta,Cancelled
691,691,2024-10-27 15:48:49.136371,2024,10,27,4,Kamojang,Sumatera Utara,1,Grid Modernization Alpha,Planning
692,692,2024-04-24 15:58:49.136371,2024,4,24,18,Jeneponto,Banten,4,Rural Electrification Delta,On Hold
693,693,2025-04-10 10:16:49.136371,2025,4,10,5,Darajat,Sulawesi Utara,6,Maintenance Overhaul Zeta,Cancelled
694,694,2023-08-01 21:33:49.136371,2023,8,1,4,Kamojang,Sumatera Utara,1,Grid Modernization Alpha,Planning
695,695,2024-01-03 09:45:49.136371,2024,1,3,9,Ulumbu,Sulawesi Selatan,5,Efficiency Upgrade Epsilon,Completed
696,696,2025-03-22 08:31:49.136371,2025,3,22,19,Likupang,DKI Jakarta,3,New Renewable Hub Gamma,In Progress
697,697,2024-11-16 11:31:49.136371,2024,11,16,16,Tambak Lorok,Sulawesi Utara,2,Capacity Expansion Beta,Feasibility Study
698,698,2024-07-01 16:19:49.136371,2024,7,1,24,Rantau Dedap,Jawa Barat,3,New Renewable Hub Gamma,In Progress
699,699,2023-07-06 23:58:49.136371,2023,7,6,3,Saguling,Jawa Tengah,4,Rural Electrification Delta,On Hold
700,700,2023-12-28 00:01:49.136371,2023,12,28,14,Grati,Jawa Tengah,1,Grid Modernization Alpha,Planning
701,701,2024-03-14 08:25:49.136371,2024,3,14,17,Sidrap,NTT,5,Efficiency Upgrade Epsilon,Completed
702,702,2024-03-30 03:22:49.136371,2024,3,30,2,Cirata,Jawa Barat,4,Rural Electrification Delta,On Hold
703,703,2024-08-22 10:09:49.136371,2024,8,22,25,Muara Laboh,Jawa Tengah,1,Grid Modernization Alpha,Planning
704,704,2025-04-06 22:03:49.136371,2025,4,6,1,Karangkates,Jawa Timur,4,Rural Electrification Delta,On Hold
705,705,2025-05-25 00:39:49.136371,2025,5,25,9,Ulumbu,Sulawesi Selatan,5,Efficiency Upgrade Epsilon,Completed
706,706,2025-01-08 13:13:49.136371,2025,1,8,13,Tanjung Jati B,Jawa Barat,4,Rural Electrification Delta,On Hold
707,707,2025-01-31 16:15:49.136371,2025,1,31,5,Darajat,Sulawesi Utara,1,Grid Modernization Alpha,Planning
708,708,2025-02-14 05:08:49.136371,2025,2,14,13,Tanjung Jati B,Jawa Barat,6,Maintenance Overhaul Zeta,Cancelled
709,709,2024-01-19 03:27:49.136371,2024,1,19,5,Darajat,Sulawesi Utara,2,Capacity Expansion Beta,Feasibility Study
710,710,2023-07-04 07:42:49.136371,2023,7,4,8,Lahendong,DKI Jakarta,1,Grid Modernization Alpha,Planning
711,711,2024-01-13 00:20:49.136371,2024,1,13,13,Tanjung Jati B,Jawa Barat,5,Efficiency Upgrade Epsilon,Completed
712,712,2025-03-26 00:40:49.136371,2025,3,26,24,Rantau Dedap,Jawa Barat,5,Efficiency Upgrade Epsilon,Completed
713,713,2024-06-25 00:19:49.136371,2024,6,25,17,Sidrap,NTT,1,Grid Modernization Alpha,Planning
714,714,2024-03-01 07:40:49.136371,2024,3,1,23,Sorik Marapi,Jawa Timur,6,Maintenance Overhaul Zeta,Cancelled
715,715,2023-08-07 09:52:49.136371,2023,8,7,1,Karangkates,Jawa Timur,2,Capacity Expansion Beta,Feasibility Study
716,716,2024-06-29 08:42:49.136371,2024,6,29,25,Muara Laboh,Jawa Tengah,3,New Renewable Hub Gamma,In Progress
717,717,2024-03-26 19:57:49.136371,2024,3,26,24,Rantau Dedap,Jawa Barat,4,Rural Electrification Delta,On Hold
718,718,2023-08-31 09:21:49.136371,2023,8,31,9,Ulumbu,Sulawesi Selatan,2,Capacity Expansion Beta,Feasibility Study
719,719,2025-03-31 14:33:49.136371,2025,3,31,8,Lahendong,DKI Jakarta,4,Rural Electrification Delta,On Hold
720,720,2025-02-04 16:47:49.136371,2025,2,4,5,Darajat,Sulawesi Utara,2,Capacity Expansion Beta,Feasibility Study
721,721,2023-10-29 07:32:49.136371,2023,10,29,6,Wayang Windu,NTT,2,Capacity Expansion Beta,Feasibility Study
722,722,2025-03-31 12:54:49.136371,2025,3,31,6,Wayang Windu,NTT,1,Grid Modernization Alpha,Planning
723,723,2025-04-04 10:23:49.136371,2025,4,4,7,Sibayak,Banten,2,Capacity Expansion Beta,Feasibility Study
724,724,2023-06-08 09:43:49.136371,2023,6,8,18,Jeneponto,Banten,4,Rural Electrification Delta,On Hold
725,725,2024-07-28 15:24:49.136371,2024,7,28,10,Mataloko,Lampung,4,Rural Electrification Delta,On Hold
726,726,2024-05-22 21:04:49.136371,2024,5,22,3,Saguling,Jawa Tengah,5,Efficiency Upgrade Epsilon,Completed
727,727,2024-05-16 10:14:49.136371,2024,5,16,22,Dieng,Sumatera Selatan,5,Efficiency Upgrade Epsilon,Completed
728,728,2024-03-05 08:21:49.136371,2024,3,5,17,Sidrap,NTT,2,Capacity Expansion Beta,Feasibility Study
729,729,2024-08-09 18:05:49.136371,2024,8,9,18,Jeneponto,Banten,6,Maintenance Overhaul Zeta,Cancelled
730,730,2024-11-03 17:03:49.136371,2024,11,3,12,Suralaya,Jawa Timur,4,Rural Electrification Delta,On Hold
731,731,2023-10-31 15:59:49.136371,2023,10,31,17,Sidrap,NTT,3,New Renewable Hub Gamma,In Progress
732,732,2025-01-24 05:45:49.136371,2025,1,24,7,Sibayak,Banten,1,Grid Modernization Alpha,Planning
733,733,2025-03-29 00:45:49.136371,2025,3,29,10,Mataloko,Lampung,3,New Renewable Hub Gamma,In Progress
734,734,2025-05-23 06:06:49.136371,2025,5,23,6,Wayang Windu,NTT,3,New Renewable Hub Gamma,In Progress
735,735,2024-09-02 11:21:49.136371,2024,9,2,11,Paiton,Sumatera Selatan,6,Maintenance Overhaul Zeta,Cancelled
736,736,2024-03-14 12:50:49.136371,2024,3,14,14,Grati,Jawa Tengah,5,Efficiency Upgrade Epsilon,Completed
737,737,2023-06-25 18:19:49.136371,2023,6,25,18,Jeneponto,Banten,6,Maintenance Overhaul Zeta,Cancelled
738,738,2024-07-27 14:26:49.136371,2024,7,27,9,Ulumbu,Sulawesi Selatan,3,New Renewable Hub Gamma,In Progress
739,739,2023-11-26 22:42:49.136371,2023,11,26,23,Sorik Marapi,Jawa Timur,4,Rural Electrification Delta,On Hold
740,740,2023-06-06 03:48:49.136371,2023,6,6,12,Suralaya,Jawa Timur,2,Capacity Expansion Beta,Feasibility Study
741,741,2024-03-14 13:06:49.136371,2024,3,14,19,Likupang,DKI Jakarta,4,Rural Electrification Delta,On Hold
742,742,2024-09-04 17:42:49.136371,2024,9,4,23,Sorik Marapi,Jawa Timur,5,Efficiency Upgrade Epsilon,Completed
743,743,2024-07-20 21:49:49.136371,2024,7,20,8,Lahendong,DKI Jakarta,5,Efficiency Upgrade Epsilon,Completed
744,744,2023-06-17 16:47:49.136371,2023,6,17,11,Paiton,Sumatera Selatan,6,Maintenance Overhaul Zeta,Cancelled
745,745,2024-03-25 11:53:49.136371,2024,3,25,3,Saguling,Jawa Tengah,3,New Renewable Hub Gamma,In Progress
746,746,2023-09-16 04:47:49.136371,2023,9,16,14,Grati,Jawa Tengah,2,Capacity Expansion Beta,Feasibility Study
747,747,2023-11-03 15:45:49.136371,2023,11,3,18,Jeneponto,Banten,4,Rural Electrification Delta,On Hold
748,748,2023-09-24 15:04:49.136371,2023,9,24,15,Muara Karang,Sumatera Utara,6,Maintenance Overhaul Zeta,Cancelled
749,749,2024-04-30 14:20:49.136371,2024,4,30,14,Grati,Jawa Tengah,1,Grid Modernization Alpha,Planning
750,750,2023-10-29 14:40:49.136371,2023,10,29,7,Sibayak,Banten,1,Grid Modernization Alpha,Planning
751,751,2024-07-31 01:10:49.136371,2024,7,31,18,Jeneponto,Banten,4,Rural Electrification Delta,On Hold
752,752,2024-05-31 09:50:49.136371,2024,5,31,9,Ulumbu,Sulawesi Selatan,5,Efficiency Upgrade Epsilon,Completed
753,753,2025-01-25 22:08:49.136371,2025,1,25,23,Sorik Marapi,Jawa Timur,6,Maintenance Overhaul Zeta,Cancelled
754,754,2024-10-22 03:43:49.136371,2024,10,22,10,Mataloko,Lampung,3,New Renewable Hub Gamma,In Progress
755,755,2024-10-16 18:27:49.136371,2024,10,16,4,Kamojang,Sumatera Utara,3,New Renewable Hub Gamma,In Progress
756,756,2023-09-22 05:58:49.136371,2023,9,22,6,Wayang Windu,NTT,5,Efficiency Upgrade Epsilon,Completed
757,757,2025-03-10 21:50:49.136371,2025,3,10,9,Ulumbu,Sulawesi Selatan,3,New Renewable Hub Gamma,In Progress
758,758,2024-10-28 00:17:49.136371,2024,10,28,2,Cirata,Jawa Barat,4,Rural Electrification Delta,On Hold
759,759,2024-10-28 23:49:49.136371,2024,10,28,8,Lahendong,DKI Jakarta,2,Capacity Expansion Beta,Feasibility Study
760,760,2024-04-30 22:23:49.136371,2024,4,30,3,Saguling,Jawa Tengah,5,Efficiency Upgrade Epsilon,Completed
761,761,2024-06-12 05:21:49.136371,2024,6,12,22,Dieng,Sumatera Selatan,3,New Renewable Hub Gamma,In Progress
762,762,2025-01-15 10:28:49.136371,2025,1,15,10,Mataloko,Lampung,2,Capacity Expansion Beta,Feasibility Study
763,763,2023-06-07 01:08:49.136371,2023,6,7,7,Sibayak,Banten,5,Efficiency Upgrade Epsilon,Completed
764,764,2025-04-28 06:13:49.136371,2025,4,28,13,Tanjung Jati B,Jawa Barat,4,Rural Electrification Delta,On Hold
765,765,2025-03-30 23:57:49.136371,2025,3,30,18,Jeneponto,Banten,3,New Renewable Hub Gamma,In Progress
766,766,2025-03-08 08:36:49.136371,2025,3,8,7,Sibayak,Banten,1,Grid Modernization Alpha,Planning
767,767,2024-02-07 05:13:49.136371,2024,2,7,19,Likupang,DKI Jakarta,3,New Renewable Hub Gamma,In Progress
768,768,2023-06-17 09:42:49.136371,2023,6,17,18,Jeneponto,Banten,3,New Renewable Hub Gamma,In Progress
769,769,2024-11-06 21:15:49.136371,2024,11,6,5,Darajat,Sulawesi Utara,3,New Renewable Hub Gamma,In Progress
770,770,2024-02-14 11:01:49.136371,2024,2,14,15,Muara Karang,Sumatera Utara,1,Grid Modernization Alpha,Planning
771,771,2023-07-04 02:46:49.136371,2023,7,4,13,Tanjung Jati B,Jawa Barat,6,Maintenance Overhaul Zeta,Cancelled
772,772,2024-10-05 14:17:49.136371,2024,10,5,5,Darajat,Sulawesi Utara,3,New Renewable Hub Gamma,In Progress
773,773,2024-10-12 10:54:49.136371,2024,10,12,2,Cirata,Jawa Barat,5,Efficiency Upgrade Epsilon,Completed
774,774,2024-06-04 12:43:49.136371,2024,6,4,13,Tanjung Jati B,Jawa Barat,1,Grid Modernization Alpha,Planning
775,775,2024-04-02 22:07:49.136371,2024,4,2,24,Rantau Dedap,Jawa Barat,2,Capacity Expansion Beta,Feasibility Study
776,776,2024-11-12 14:11:49.136371,2024,11,12,17,Sidrap,NTT,3,New Renewable Hub Gamma,In Progress
777,777,2024-04-28 16:06:49.136371,2024,4,28,16,Tambak Lorok,Sulawesi Utara,4,Rural Electrification Delta,On Hold
778,778,2024-11-10 20:41:49.136371,2024,11,10,1,Karangkates,Jawa Timur,6,Maintenance Overhaul Zeta,Cancelled
779,779,2023-06-17 14:11:49.136371,2023,6,17,24,Rantau Dedap,Jawa Barat,4,Rural Electrification Delta,On Hold
780,780,2024-01-19 19:27:49.136371,2024,1,19,5,Darajat,Sulawesi Utara,5,Efficiency Upgrade Epsilon,Completed
781,781,2024-06-19 11:55:49.136371,2024,6,19,6,Wayang Windu,NTT,5,Efficiency Upgrade Epsilon,Completed
782,782,2023-10-05 11:44:49.136371,2023,10,5,23,Sorik Marapi,Jawa Timur,1,Grid Modernization Alpha,Planning
783,783,2023-12-28 15:59:49.136371,2023,12,28,25,Muara Laboh,Jawa Tengah,4,Rural Electrification Delta,On Hold
784,784,2023-07-19 18:44:49.136371,2023,7,19,7,Sibayak,Banten,5,Efficiency Upgrade Epsilon,Completed
785,785,2023-08-08 13:08:49.136371,2023,8,8,10,Mataloko,Lampung,3,New Renewable Hub Gamma,In Progress
786,786,2024-02-29 05:16:49.136371,2024,2,29,9,Ulumbu,Sulawesi Selatan,6,Maintenance Overhaul Zeta,Cancelled
787,787,2024-03-01 16:30:49.136371,2024,3,1,12,Suralaya,Jawa Timur,5,Efficiency Upgrade Epsilon,Completed
788,788,2023-09-08 12:56:49.136371,2023,9,8,9,Ulumbu,Sulawesi Selatan,1,Grid Modernization Alpha,Planning
789,789,2024-03-21 17:42:49.136371,2024,3,21,20,Gunung Salak,Sulawesi Selatan,4,Rural Electrification Delta,On Hold
790,790,2023-07-21 05:49:49.136371,2023,7,21,4,Kamojang,Sumatera Utara,4,Rural Electrification Delta,On Hold
791,791,2025-05-18 15:04:49.136371,2025,5,18,20,Gunung Salak,Sulawesi Selatan,4,Rural Electrification Delta,On Hold
792,792,2023-07-13 09:51:49.136371,2023,7,13,20,Gunung Salak,Sulawesi Selatan,5,Efficiency Upgrade Epsilon,Completed
793,793,2025-01-28 22:32:49.136371,2025,1,28,6,Wayang Windu,NTT,3,New Renewable Hub Gamma,In Progress
794,794,2023-12-27 23:18:49.136371,2023,12,27,18,Jeneponto,Banten,1,Grid Modernization Alpha,Planning
795,795,2025-01-15 10:30:49.136371,2025,1,15,8,Lahendong,DKI Jakarta,5,Efficiency Upgrade Epsilon,Completed
796,796,2025-03-17 10:21:49.136371,2025,3,17,8,Lahendong,DKI Jakarta,1,Grid Modernization Alpha,Planning
797,797,2024-11-17 01:18:49.136371,2024,11,17,17,Sidrap,NTT,6,Maintenance Overhaul Zeta,Cancelled
798,798,2023-11-25 23:49:49.136371,2023,11,25,1,Karangkates,Jawa Timur,3,New Renewable Hub Gamma,In Progress
799,799,2024-05-22 20:16:49.136371,2024,5,22,10,Mataloko,Lampung,4,Rural Electrification Delta,On Hold
800,800,2024-03-23 18:00:49.136371,2024,3,23,14,Grati,Jawa Tengah,3,New Renewable Hub Gamma,In Progress
801,801,2023-08-03 09:34:49.136371,2023,8,3,14,Grati,Jawa Tengah,1,Grid Modernization Alpha,Planning
802,802,2023-07-09 12:32:49.136371,2023,7,9,2,Cirata,Jawa Barat,3,New Renewable Hub Gamma,In Progress
803,803,2024-02-19 15:41:49.136371,2024,2,19,14,Grati,Jawa Tengah,4,Rural Electrification Delta,On Hold
804,804,2024-07-14 14:35:49.136371,2024,7,14,20,Gunung Salak,Sulawesi Selatan,5,Efficiency Upgrade Epsilon,Completed
805,805,2024-07-02 15:40:49.136371,2024,7,2,9,Ulumbu,Sulawesi Selatan,4,Rural Electrification Delta,On Hold
806,806,2024-12-31 17:03:49.136371,2024,12,31,2,Cirata,Jawa Barat,1,Grid Modernization Alpha,Planning
807,807,2024-11-07 01:50:49.136371,2024,11,7,25,Muara Laboh,Jawa Tengah,4,Rural Electrification Delta,On Hold
808,808,2023-11-20 20:28:49.136371,2023,11,20,19,Likupang,DKI Jakarta,4,Rural Electrification Delta,On Hold
809,809,2023-12-08 20:12:49.136371,2023,12,8,4,Kamojang,Sumatera Utara,2,Capacity Expansion Beta,Feasibility Study
810,810,2025-03-19 08:10:49.136371,2025,3,19,13,Tanjung Jati B,Jawa Barat,4,Rural Electrification Delta,On Hold
811,811,2024-10-06 22:22:49.136371,2024,10,6,8,Lahendong,DKI Jakarta,1,Grid Modernization Alpha,Planning
812,812,2025-05-07 09:05:49.136371,2025,5,7,16,Tambak Lorok,Sulawesi Utara,1,Grid Modernization Alpha,Planning
813,813,2024-08-07 07:34:49.136371,2024,8,7,24,Rantau Dedap,Jawa Barat,5,Efficiency Upgrade Epsilon,Completed
814,814,2024-05-27 21:45:49.136371,2024,5,27,11,Paiton,Sumatera Selatan,5,Efficiency Upgrade Epsilon,Completed
815,815,2023-06-20 18:16:49.136371,2023,6,20,1,Karangkates,Jawa Timur,4,Rural Electrification Delta,On Hold
816,816,2023-08-15 22:14:49.136371,2023,8,15,13,Tanjung Jati B,Jawa Barat,2,Capacity Expansion Beta,Feasibility Study
817,817,2024-09-13 00:49:49.136371,2024,9,13,15,Muara Karang,Sumatera Utara,3,New Renewable Hub Gamma,In Progress
818,818,2023-10-24 02:05:49.136371,2023,10,24,19,Likupang,DKI Jakarta,2,Capacity Expansion Beta,Feasibility Study
819,819,2024-07-30 05:07:49.136371,2024,7,30,4,Kamojang,Sumatera Utara,6,Maintenance Overhaul Zeta,Cancelled
820,820,2025-03-02 19:29:49.136371,2025,3,2,19,Likupang,DKI Jakarta,4,Rural Electrification Delta,On Hold
821,821,2024-08-26 13:47:49.136371,2024,8,26,18,Jeneponto,Banten,6,Maintenance Overhaul Zeta,Cancelled
822,822,2023-09-24 02:05:49.136371,2023,9,24,18,Jeneponto,Banten,2,Capacity Expansion Beta,Feasibility Study
823,823,2023-06-14 18:27:49.136371,2023,6,14,7,Sibayak,Banten,5,Efficiency Upgrade Epsilon,Completed
824,824,2023-07-14 19:29:49.136371,2023,7,14,22,Dieng,Sumatera Selatan,2,Capacity Expansion Beta,Feasibility Study
825,825,2023-07-11 19:28:49.136371,2023,7,11,14,Grati,Jawa Tengah,2,Capacity Expansion Beta,Feasibility Study
826,826,2025-03-17 15:50:49.136371,2025,3,17,13,Tanjung Jati B,Jawa Barat,5,Efficiency Upgrade Epsilon,Completed
827,827,2024-02-26 15:05:49.136371,2024,2,26,18,Jeneponto,Banten,2,Capacity Expansion Beta,Feasibility Study
828,828,2024-07-27 07:53:49.136371,2024,7,27,1,Karangkates,Jawa Timur,6,Maintenance Overhaul Zeta,Cancelled
829,829,2025-04-23 14:50:49.136371,2025,4,23,9,Ulumbu,Sulawesi Selatan,6,Maintenance Overhaul Zeta,Cancelled
830,830,2023-07-29 05:27:49.136371,2023,7,29,4,Kamojang,Sumatera Utara,3,New Renewable Hub Gamma,In Progress
831,831,2025-02-26 22:04:49.136371,2025,2,26,9,Ulumbu,Sulawesi Selatan,3,New Renewable Hub Gamma,In Progress
832,832,2025-04-10 20:34:49.136371,2025,4,10,25,Muara Laboh,Jawa Tengah,2,Capacity Expansion Beta,Feasibility Study
833,833,2023-07-15 10:31:49.136371,2023,7,15,21,Patuha,Lampung,5,Efficiency Upgrade Epsilon,Completed
834,834,2024-12-30 14:45:49.136371,2024,12,30,21,Patuha,Lampung,5,Efficiency Upgrade Epsilon,Completed
835,835,2024-01-06 08:21:49.136371,2024,1,6,15,Muara Karang,Sumatera Utara,1,Grid Modernization Alpha,Planning
836,836,2025-05-02 03:16:49.136371,2025,5,2,22,Dieng,Sumatera Selatan,3,New Renewable Hub Gamma,In Progress
837,837,2023-06-05 04:33:49.136371,2023,6,5,21,Patuha,Lampung,4,Rural Electrification Delta,On Hold
838,838,2025-03-31 20:26:49.136371,2025,3,31,23,Sorik Marapi,Jawa Timur,6,Maintenance Overhaul Zeta,Cancelled
839,839,2024-01-28 21:19:49.136371,2024,1,28,5,Darajat,Sulawesi Utara,5,Efficiency Upgrade Epsilon,Completed
840,840,2024-04-06 01:24:49.136371,2024,4,6,19,Likupang,DKI Jakarta,6,Maintenance Overhaul Zeta,Cancelled
841,841,2024-02-10 14:10:49.136371,2024,2,10,1,Karangkates,Jawa Timur,6,Maintenance Overhaul Zeta,Cancelled
842,842,2024-05-11 19:26:49.136371,2024,5,11,21,Patuha,Lampung,5,Efficiency Upgrade Epsilon,Completed
843,843,2024-09-15 11:55:49.136371,2024,9,15,17,Sidrap,NTT,1,Grid Modernization Alpha,Planning
844,844,2024-01-09 10:41:49.136371,2024,1,9,15,Muara Karang,Sumatera Utara,1,Grid Modernization Alpha,Planning
845,845,2024-04-12 18:19:49.136371,2024,4,12,15,Muara Karang,Sumatera Utara,4,Rural Electrification Delta,On Hold
846,846,2025-02-16 21:04:49.136371,2025,2,16,13,Tanjung Jati B,Jawa Barat,5,Efficiency Upgrade Epsilon,Completed
847,847,2024-02-13 05:25:49.136371,2024,2,13,24,Rantau Dedap,Jawa Barat,4,Rural Electrification Delta,On Hold
848,848,2023-06-28 22:48:49.136371,2023,6,28,25,Muara Laboh,Jawa Tengah,4,Rural Electrification Delta,On Hold
849,849,2024-04-19 16:29:49.136371,2024,4,19,22,Dieng,Sumatera Selatan,6,Maintenance Overhaul Zeta,Cancelled
850,850,2025-03-16 19:51:49.136371,2025,3,16,19,Likupang,DKI Jakarta,6,Maintenance Overhaul Zeta,Cancelled
851,851,2025-02-23 06:24:49.136371,2025,2,23,23,Sorik Marapi,Jawa Timur,6,Maintenance Overhaul Zeta,Cancelled
852,852,2024-05-29 13:48:49.136371,2024,5,29,16,Tambak Lorok,Sulawesi Utara,6,Maintenance Overhaul Zeta,Cancelled
853,853,2025-03-16 21:45:49.136371,2025,3,16,14,Grati,Jawa Tengah,6,Maintenance Overhaul Zeta,Cancelled
854,854,2024-09-10 17:49:49.136371,2024,9,10,4,Kamojang,Sumatera Utara,3,New Renewable Hub Gamma,In Progress
855,855,2025-04-28 10:19:49.136371,2025,4,28,24,Rantau Dedap,Jawa Barat,4,Rural Electrification Delta,On Hold
856,856,2025-02-06 02:05:49.136371,2025,2,6,5,Darajat,Sulawesi Utara,3,New Renewable Hub Gamma,In Progress
857,857,2024-08-31 23:32:49.136371,2024,8,31,24,Rantau Dedap,Jawa Barat,3,New Renewable Hub Gamma,In Progress
858,858,2025-01-08 05:04:49.136371,2025,1,8,7,Sibayak,Banten,1,Grid Modernization Alpha,Planning
859,859,2024-04-01 02:24:49.136371,2024,4,1,6,Wayang Windu,NTT,5,Efficiency Upgrade Epsilon,Completed
860,860,2024-09-02 06:52:49.136371,2024,9,2,25,Muara Laboh,Jawa Tengah,4,Rural Electrification Delta,On Hold
861,861,2023-08-29 00:25:49.136371,2023,8,29,11,Paiton,Sumatera Selatan,3,New Renewable Hub Gamma,In Progress
862,862,2024-09-12 22:12:49.136371,2024,9,12,15,Muara Karang,Sumatera Utara,2,Capacity Expansion Beta,Feasibility Study
863,863,2025-01-25 16:17:49.136371,2025,1,25,1,Karangkates,Jawa Timur,4,Rural Electrification Delta,On Hold
864,864,2024-10-14 09:59:49.136371,2024,10,14,16,Tambak Lorok,Sulawesi Utara,5,Efficiency Upgrade Epsilon,Completed
865,865,2024-01-12 20:18:49.136371,2024,1,12,18,Jeneponto,Banten,6,Maintenance Overhaul Zeta,Cancelled
866,866,2025-04-16 11:15:49.136371,2025,4,16,11,Paiton,Sumatera Selatan,1,Grid Modernization Alpha,Planning
867,867,2025-03-20 16:04:49.136371,2025,3,20,19,Likupang,DKI Jakarta,6,Maintenance Overhaul Zeta,Cancelled
