id,time_id,Time_Date,Time_Year,Time_Month,Time_Day,site_id,Site_Name,Site_Location,regulation_id,Regulation_Name,Regulation_Authority
573,573,2024-05-10 06:38:05.504745,2024,5,10,23,Sorik Marapi,Jawa Timur,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
574,574,2024-08-21 01:08:05.504745,2024,8,21,3,Saguling,Jawa Tengah,6,Water Quality Standard 2023,Ministry of Environment and Forestry
575,575,2024-10-14 14:19:05.504745,2024,10,14,11,Paiton,Sumatera Selatan,6,Water Quality Standard 2023,Ministry of Environment and Forestry
576,576,2024-10-21 06:01:05.504745,2024,10,21,1,Karangkates,Jawa Timur,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
577,577,2022-09-10 13:46:05.504745,2022,9,10,3,Saguling,Jawa Tengah,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
578,578,2024-06-19 04:39:05.504745,2024,6,19,16,Tambak Lorok,Sulawesi Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
579,579,2023-11-01 01:19:05.504745,2023,11,1,9,Ulumbu,Sulawesi Selatan,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
580,580,2025-01-25 22:38:05.504745,2025,1,25,14,Grati,Jawa Tengah,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
581,581,2025-05-05 09:29:05.504745,2025,5,5,23,Sorik Marapi,Jawa Timur,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
582,582,2024-03-04 05:10:05.504745,2024,3,4,17,Sidrap,NTT,3,Safety Standard ISO 45001,National Standardization Agency
583,583,2024-11-11 04:20:05.504745,2024,11,11,1,Karangkates,Jawa Timur,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
584,584,2022-09-14 13:45:05.504745,2022,9,14,25,Muara Laboh,Jawa Tengah,2,Environmental Permit No. 123/2024,Regional Environmental Agency
585,585,2024-07-19 06:31:05.504745,2024,7,19,21,Patuha,Lampung,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
586,586,2023-01-01 15:39:05.504745,2023,1,1,13,Tanjung Jati B,Jawa Barat,6,Water Quality Standard 2023,Ministry of Environment and Forestry
587,587,2024-01-02 16:14:05.504745,2024,1,2,17,Sidrap,NTT,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
588,588,2023-05-20 10:12:05.504745,2023,5,20,6,Wayang Windu,NTT,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
589,589,2024-12-04 15:26:05.504745,2024,12,4,10,Mataloko,Lampung,6,Water Quality Standard 2023,Ministry of Environment and Forestry
590,590,2023-10-10 19:54:05.504745,2023,10,10,7,Sibayak,Banten,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
591,591,2025-03-27 07:12:05.504745,2025,3,27,22,Dieng,Sumatera Selatan,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
592,592,2025-05-04 20:41:05.504745,2025,5,4,11,Paiton,Sumatera Selatan,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
593,593,2023-12-13 09:43:05.504745,2023,12,13,24,Rantau Dedap,Jawa Barat,6,Water Quality Standard 2023,Ministry of Environment and Forestry
594,594,2025-05-25 16:36:05.504745,2025,5,25,8,Lahendong,DKI Jakarta,6,Water Quality Standard 2023,Ministry of Environment and Forestry
595,595,2024-03-25 06:29:05.504745,2024,3,25,15,Muara Karang,Sumatera Utara,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
596,596,2022-10-15 03:10:05.504745,2022,10,15,22,Dieng,Sumatera Selatan,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
597,597,2022-11-06 21:44:05.504745,2022,11,6,13,Tanjung Jati B,Jawa Barat,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
598,598,2024-07-18 01:28:05.504745,2024,7,18,4,Kamojang,Sumatera Utara,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
599,599,2022-12-19 07:40:05.504745,2022,12,19,4,Kamojang,Sumatera Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
600,600,2024-12-17 20:47:05.504745,2024,12,17,21,Patuha,Lampung,3,Safety Standard ISO 45001,National Standardization Agency
601,601,2024-09-30 05:52:05.504745,2024,9,30,19,Likupang,DKI Jakarta,6,Water Quality Standard 2023,Ministry of Environment and Forestry
602,602,2024-07-27 10:39:05.504745,2024,7,27,1,Karangkates,Jawa Timur,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
603,603,2025-02-16 00:43:05.504745,2025,2,16,10,Mataloko,Lampung,2,Environmental Permit No. 123/2024,Regional Environmental Agency
604,604,2023-01-15 00:14:05.504745,2023,1,15,4,Kamojang,Sumatera Utara,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
605,605,2023-09-02 21:32:05.504745,2023,9,2,23,Sorik Marapi,Jawa Timur,2,Environmental Permit No. 123/2024,Regional Environmental Agency
606,606,2022-11-14 17:26:05.504745,2022,11,14,8,Lahendong,DKI Jakarta,3,Safety Standard ISO 45001,National Standardization Agency
607,607,2023-08-13 08:23:05.504745,2023,8,13,18,Jeneponto,Banten,2,Environmental Permit No. 123/2024,Regional Environmental Agency
608,608,2025-01-29 01:29:05.504745,2025,1,29,12,Suralaya,Jawa Timur,2,Environmental Permit No. 123/2024,Regional Environmental Agency
609,609,2024-06-06 13:50:05.504745,2024,6,6,18,Jeneponto,Banten,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
610,610,2025-04-05 17:51:05.504745,2025,4,5,14,Grati,Jawa Tengah,6,Water Quality Standard 2023,Ministry of Environment and Forestry
611,611,2022-11-19 00:55:05.504745,2022,11,19,1,Karangkates,Jawa Timur,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
612,612,2023-05-17 09:45:05.504745,2023,5,17,17,Sidrap,NTT,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
613,613,2025-04-23 03:47:05.504745,2025,4,23,6,Wayang Windu,NTT,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
614,614,2023-10-29 02:43:05.504745,2023,10,29,3,Saguling,Jawa Tengah,3,Safety Standard ISO 45001,National Standardization Agency
615,615,2024-10-03 05:36:05.504745,2024,10,3,11,Paiton,Sumatera Selatan,2,Environmental Permit No. 123/2024,Regional Environmental Agency
616,616,2022-07-13 07:46:05.504745,2022,7,13,25,Muara Laboh,Jawa Tengah,6,Water Quality Standard 2023,Ministry of Environment and Forestry
617,617,2023-08-09 06:36:05.504745,2023,8,9,14,Grati,Jawa Tengah,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
618,618,2023-02-22 17:28:05.504745,2023,2,22,13,Tanjung Jati B,Jawa Barat,2,Environmental Permit No. 123/2024,Regional Environmental Agency
619,619,2023-12-23 06:26:05.504745,2023,12,23,3,Saguling,Jawa Tengah,2,Environmental Permit No. 123/2024,Regional Environmental Agency
620,620,2025-01-29 17:41:05.504745,2025,1,29,16,Tambak Lorok,Sulawesi Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
621,621,2024-06-17 19:34:05.504745,2024,6,17,11,Paiton,Sumatera Selatan,6,Water Quality Standard 2023,Ministry of Environment and Forestry
622,622,2023-01-11 09:52:05.504745,2023,1,11,6,Wayang Windu,NTT,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
623,623,2023-09-21 00:52:05.504745,2023,9,21,25,Muara Laboh,Jawa Tengah,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
624,624,2025-01-14 18:45:05.504745,2025,1,14,6,Wayang Windu,NTT,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
625,625,2023-06-09 20:28:05.504745,2023,6,9,10,Mataloko,Lampung,2,Environmental Permit No. 123/2024,Regional Environmental Agency
626,626,2025-01-23 00:25:05.504745,2025,1,23,3,Saguling,Jawa Tengah,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
627,627,2023-12-01 06:44:05.504745,2023,12,1,10,Mataloko,Lampung,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
628,628,2024-03-25 02:16:05.504745,2024,3,25,20,Gunung Salak,Sulawesi Selatan,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
629,629,2024-09-17 23:14:05.504745,2024,9,17,15,Muara Karang,Sumatera Utara,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
630,630,2022-12-29 12:43:05.504745,2022,12,29,15,Muara Karang,Sumatera Utara,2,Environmental Permit No. 123/2024,Regional Environmental Agency
631,631,2023-04-16 10:22:05.504745,2023,4,16,12,Suralaya,Jawa Timur,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
632,632,2024-07-23 19:25:05.504745,2024,7,23,6,Wayang Windu,NTT,6,Water Quality Standard 2023,Ministry of Environment and Forestry
633,633,2022-11-10 04:07:05.504745,2022,11,10,23,Sorik Marapi,Jawa Timur,6,Water Quality Standard 2023,Ministry of Environment and Forestry
634,634,2023-08-18 21:46:05.504745,2023,8,18,13,Tanjung Jati B,Jawa Barat,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
635,635,2024-12-13 00:34:05.504745,2024,12,13,6,Wayang Windu,NTT,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
636,636,2024-07-07 18:16:05.504745,2024,7,7,19,Likupang,DKI Jakarta,3,Safety Standard ISO 45001,National Standardization Agency
637,637,2023-03-24 17:55:05.504745,2023,3,24,10,Mataloko,Lampung,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
638,638,2022-11-22 04:05:05.504745,2022,11,22,16,Tambak Lorok,Sulawesi Utara,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
639,639,2023-04-16 15:48:05.504745,2023,4,16,17,Sidrap,NTT,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
640,640,2024-07-04 06:50:05.504745,2024,7,4,4,Kamojang,Sumatera Utara,3,Safety Standard ISO 45001,National Standardization Agency
641,641,2024-03-18 13:39:05.504745,2024,3,18,16,Tambak Lorok,Sulawesi Utara,2,Environmental Permit No. 123/2024,Regional Environmental Agency
642,642,2024-09-27 06:57:05.504745,2024,9,27,23,Sorik Marapi,Jawa Timur,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
643,643,2022-08-23 01:08:05.504745,2022,8,23,11,Paiton,Sumatera Selatan,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
644,644,2024-06-26 14:02:05.504745,2024,6,26,12,Suralaya,Jawa Timur,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
645,645,2024-12-29 13:23:05.504745,2024,12,29,8,Lahendong,DKI Jakarta,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
646,646,2023-06-28 06:36:05.504745,2023,6,28,25,Muara Laboh,Jawa Tengah,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
647,647,2023-10-13 05:24:05.504745,2023,10,13,8,Lahendong,DKI Jakarta,2,Environmental Permit No. 123/2024,Regional Environmental Agency
648,648,2024-02-19 08:24:05.504745,2024,2,19,24,Rantau Dedap,Jawa Barat,2,Environmental Permit No. 123/2024,Regional Environmental Agency
649,649,2022-09-19 17:56:05.504745,2022,9,19,23,Sorik Marapi,Jawa Timur,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
650,650,2023-11-29 01:13:05.504745,2023,11,29,25,Muara Laboh,Jawa Tengah,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
651,651,2025-03-10 09:52:05.504745,2025,3,10,1,Karangkates,Jawa Timur,6,Water Quality Standard 2023,Ministry of Environment and Forestry
652,652,2025-05-20 02:10:05.504745,2025,5,20,4,Kamojang,Sumatera Utara,3,Safety Standard ISO 45001,National Standardization Agency
653,653,2024-10-21 07:18:05.504745,2024,10,21,25,Muara Laboh,Jawa Tengah,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
654,654,2024-07-23 13:56:05.504745,2024,7,23,18,Jeneponto,Banten,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
655,655,2023-07-10 09:34:05.504745,2023,7,10,10,Mataloko,Lampung,2,Environmental Permit No. 123/2024,Regional Environmental Agency
656,656,2022-06-30 10:31:05.504745,2022,6,30,5,Darajat,Sulawesi Utara,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
657,657,2023-08-06 23:15:05.504745,2023,8,6,12,Suralaya,Jawa Timur,2,Environmental Permit No. 123/2024,Regional Environmental Agency
658,658,2024-10-15 15:08:05.504745,2024,10,15,12,Suralaya,Jawa Timur,2,Environmental Permit No. 123/2024,Regional Environmental Agency
659,659,2022-10-26 06:39:05.504745,2022,10,26,4,Kamojang,Sumatera Utara,2,Environmental Permit No. 123/2024,Regional Environmental Agency
660,660,2024-03-12 06:15:05.504745,2024,3,12,5,Darajat,Sulawesi Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
661,661,2024-03-29 17:47:05.504745,2024,3,29,25,Muara Laboh,Jawa Tengah,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
662,662,2022-07-29 08:25:05.504745,2022,7,29,9,Ulumbu,Sulawesi Selatan,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
663,663,2025-02-21 23:23:05.504745,2025,2,21,8,Lahendong,DKI Jakarta,6,Water Quality Standard 2023,Ministry of Environment and Forestry
664,664,2025-01-15 12:12:05.504745,2025,1,15,14,Grati,Jawa Tengah,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
665,665,2023-08-05 04:51:05.504745,2023,8,5,20,Gunung Salak,Sulawesi Selatan,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
666,666,2023-12-17 21:17:05.504745,2023,12,17,13,Tanjung Jati B,Jawa Barat,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
667,667,2023-05-13 03:24:05.504745,2023,5,13,20,Gunung Salak,Sulawesi Selatan,2,Environmental Permit No. 123/2024,Regional Environmental Agency
668,668,2022-07-23 11:06:05.504745,2022,7,23,24,Rantau Dedap,Jawa Barat,6,Water Quality Standard 2023,Ministry of Environment and Forestry
669,669,2024-06-04 19:10:05.504745,2024,6,4,13,Tanjung Jati B,Jawa Barat,6,Water Quality Standard 2023,Ministry of Environment and Forestry
670,670,2024-10-29 08:15:05.504745,2024,10,29,7,Sibayak,Banten,3,Safety Standard ISO 45001,National Standardization Agency
671,671,2023-03-11 00:03:05.504745,2023,3,11,11,Paiton,Sumatera Selatan,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
672,672,2024-12-26 08:14:05.504745,2024,12,26,9,Ulumbu,Sulawesi Selatan,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
673,673,2023-06-19 13:26:05.504745,2023,6,19,4,Kamojang,Sumatera Utara,2,Environmental Permit No. 123/2024,Regional Environmental Agency
674,674,2023-10-12 10:59:05.504745,2023,10,12,11,Paiton,Sumatera Selatan,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
675,675,2023-03-22 16:04:05.504745,2023,3,22,14,Grati,Jawa Tengah,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
676,676,2022-10-02 17:37:05.504745,2022,10,2,3,Saguling,Jawa Tengah,2,Environmental Permit No. 123/2024,Regional Environmental Agency
677,677,2022-12-11 20:32:05.504745,2022,12,11,10,Mataloko,Lampung,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
678,678,2024-03-30 04:45:05.504745,2024,3,30,3,Saguling,Jawa Tengah,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
679,679,2024-05-30 16:46:05.504745,2024,5,30,3,Saguling,Jawa Tengah,6,Water Quality Standard 2023,Ministry of Environment and Forestry
680,680,2023-05-21 15:33:05.504745,2023,5,21,4,Kamojang,Sumatera Utara,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
681,681,2025-03-17 22:25:05.504745,2025,3,17,13,Tanjung Jati B,Jawa Barat,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
682,682,2024-11-04 02:26:05.504745,2024,11,4,16,Tambak Lorok,Sulawesi Utara,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
683,683,2023-03-23 16:51:05.504745,2023,3,23,22,Dieng,Sumatera Selatan,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
684,684,2025-03-27 03:51:05.504745,2025,3,27,23,Sorik Marapi,Jawa Timur,3,Safety Standard ISO 45001,National Standardization Agency
685,685,2025-02-22 02:48:05.504745,2025,2,22,25,Muara Laboh,Jawa Tengah,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
686,686,2023-09-06 13:58:05.504745,2023,9,6,9,Ulumbu,Sulawesi Selatan,2,Environmental Permit No. 123/2024,Regional Environmental Agency
687,687,2025-04-27 07:24:05.504745,2025,4,27,3,Saguling,Jawa Tengah,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
688,688,2022-07-31 09:01:05.504745,2022,7,31,6,Wayang Windu,NTT,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
689,689,2023-08-27 00:20:05.504745,2023,8,27,21,Patuha,Lampung,2,Environmental Permit No. 123/2024,Regional Environmental Agency
690,690,2022-10-25 16:22:05.504745,2022,10,25,1,Karangkates,Jawa Timur,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
691,691,2023-06-22 17:20:05.504745,2023,6,22,15,Muara Karang,Sumatera Utara,3,Safety Standard ISO 45001,National Standardization Agency
692,692,2025-03-16 00:50:05.504745,2025,3,16,25,Muara Laboh,Jawa Tengah,2,Environmental Permit No. 123/2024,Regional Environmental Agency
693,693,2024-11-18 05:04:05.504745,2024,11,18,17,Sidrap,NTT,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
694,694,2022-11-18 16:34:05.504745,2022,11,18,7,Sibayak,Banten,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
695,695,2022-10-22 08:31:05.504745,2022,10,22,2,Cirata,Jawa Barat,6,Water Quality Standard 2023,Ministry of Environment and Forestry
696,696,2023-04-27 21:49:05.504745,2023,4,27,24,Rantau Dedap,Jawa Barat,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
697,697,2024-05-02 17:06:05.504745,2024,5,2,12,Suralaya,Jawa Timur,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
698,698,2023-03-05 03:08:05.504745,2023,3,5,2,Cirata,Jawa Barat,2,Environmental Permit No. 123/2024,Regional Environmental Agency
699,699,2023-07-07 18:09:05.504745,2023,7,7,9,Ulumbu,Sulawesi Selatan,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
700,700,2024-03-05 20:41:05.504745,2024,3,5,11,Paiton,Sumatera Selatan,6,Water Quality Standard 2023,Ministry of Environment and Forestry
701,701,2023-10-04 06:12:05.504745,2023,10,4,19,Likupang,DKI Jakarta,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
702,702,2024-11-07 01:08:05.504745,2024,11,7,8,Lahendong,DKI Jakarta,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
703,703,2023-05-07 03:21:05.504745,2023,5,7,22,Dieng,Sumatera Selatan,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
704,704,2023-12-29 13:33:05.504745,2023,12,29,11,Paiton,Sumatera Selatan,6,Water Quality Standard 2023,Ministry of Environment and Forestry
705,705,2022-07-16 19:09:05.504745,2022,7,16,21,Patuha,Lampung,3,Safety Standard ISO 45001,National Standardization Agency
706,706,2025-05-14 19:45:05.504745,2025,5,14,16,Tambak Lorok,Sulawesi Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
707,707,2022-10-04 17:02:05.504745,2022,10,4,24,Rantau Dedap,Jawa Barat,3,Safety Standard ISO 45001,National Standardization Agency
708,708,2023-06-02 08:05:05.504745,2023,6,2,3,Saguling,Jawa Tengah,2,Environmental Permit No. 123/2024,Regional Environmental Agency
709,709,2024-09-08 13:37:05.504745,2024,9,8,8,Lahendong,DKI Jakarta,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
710,710,2025-03-28 17:11:05.504745,2025,3,28,21,Patuha,Lampung,2,Environmental Permit No. 123/2024,Regional Environmental Agency
711,711,2023-05-05 09:51:05.504745,2023,5,5,13,Tanjung Jati B,Jawa Barat,3,Safety Standard ISO 45001,National Standardization Agency
712,712,2023-01-03 07:30:05.504745,2023,1,3,19,Likupang,DKI Jakarta,3,Safety Standard ISO 45001,National Standardization Agency
713,713,2023-01-01 06:11:05.504745,2023,1,1,11,Paiton,Sumatera Selatan,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
714,714,2025-04-21 01:34:05.504745,2025,4,21,15,Muara Karang,Sumatera Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
715,715,2024-01-10 11:14:05.504745,2024,1,10,15,Muara Karang,Sumatera Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
716,716,2025-01-16 05:38:05.504745,2025,1,16,14,Grati,Jawa Tengah,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
717,717,2024-06-07 21:27:05.504745,2024,6,7,9,Ulumbu,Sulawesi Selatan,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
718,718,2022-07-26 01:14:05.504745,2022,7,26,16,Tambak Lorok,Sulawesi Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
719,719,2024-07-20 10:37:05.504745,2024,7,20,10,Mataloko,Lampung,2,Environmental Permit No. 123/2024,Regional Environmental Agency
720,720,2024-02-05 23:18:05.504745,2024,2,5,14,Grati,Jawa Tengah,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
721,721,2025-05-01 12:01:05.504745,2025,5,1,17,Sidrap,NTT,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
722,722,2022-07-14 14:40:05.504745,2022,7,14,3,Saguling,Jawa Tengah,2,Environmental Permit No. 123/2024,Regional Environmental Agency
723,723,2024-05-31 20:52:05.504745,2024,5,31,17,Sidrap,NTT,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
724,724,2024-12-30 16:58:05.504745,2024,12,30,18,Jeneponto,Banten,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
725,725,2024-02-27 23:26:05.504745,2024,2,27,3,Saguling,Jawa Tengah,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
726,726,2025-04-05 11:06:05.504745,2025,4,5,20,Gunung Salak,Sulawesi Selatan,2,Environmental Permit No. 123/2024,Regional Environmental Agency
727,727,2022-08-22 00:26:05.504745,2022,8,22,18,Jeneponto,Banten,3,Safety Standard ISO 45001,National Standardization Agency
728,728,2023-01-09 08:18:05.504745,2023,1,9,4,Kamojang,Sumatera Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
729,729,2024-11-11 03:22:05.504745,2024,11,11,12,Suralaya,Jawa Timur,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
730,730,2023-06-03 18:54:05.504745,2023,6,3,19,Likupang,DKI Jakarta,6,Water Quality Standard 2023,Ministry of Environment and Forestry
731,731,2025-02-22 04:00:05.504745,2025,2,22,13,Tanjung Jati B,Jawa Barat,3,Safety Standard ISO 45001,National Standardization Agency
732,732,2025-04-18 17:27:05.504745,2025,4,18,10,Mataloko,Lampung,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
733,733,2022-10-18 11:03:05.504745,2022,10,18,1,Karangkates,Jawa Timur,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
734,734,2024-10-13 08:12:05.504745,2024,10,13,4,Kamojang,Sumatera Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
735,735,2023-06-01 13:51:05.504745,2023,6,1,1,Karangkates,Jawa Timur,3,Safety Standard ISO 45001,National Standardization Agency
736,736,2024-11-28 01:09:05.504745,2024,11,28,21,Patuha,Lampung,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
737,737,2022-11-20 03:41:05.504745,2022,11,20,22,Dieng,Sumatera Selatan,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
738,738,2024-01-31 16:34:05.504745,2024,1,31,9,Ulumbu,Sulawesi Selatan,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
739,739,2024-06-25 01:56:05.504745,2024,6,25,23,Sorik Marapi,Jawa Timur,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
740,740,2023-01-31 11:12:05.504745,2023,1,31,18,Jeneponto,Banten,2,Environmental Permit No. 123/2024,Regional Environmental Agency
741,741,2022-12-17 13:19:05.504745,2022,12,17,10,Mataloko,Lampung,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
742,742,2025-01-22 01:42:05.504745,2025,1,22,20,Gunung Salak,Sulawesi Selatan,3,Safety Standard ISO 45001,National Standardization Agency
743,743,2024-03-10 20:38:05.504745,2024,3,10,13,Tanjung Jati B,Jawa Barat,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
744,744,2023-10-10 10:23:05.504745,2023,10,10,12,Suralaya,Jawa Timur,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
745,745,2023-03-16 16:03:05.504745,2023,3,16,21,Patuha,Lampung,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
746,746,2025-01-26 01:31:05.504745,2025,1,26,1,Karangkates,Jawa Timur,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
747,747,2023-08-26 11:50:05.504745,2023,8,26,4,Kamojang,Sumatera Utara,3,Safety Standard ISO 45001,National Standardization Agency
748,748,2024-03-14 16:25:05.504745,2024,3,14,25,Muara Laboh,Jawa Tengah,6,Water Quality Standard 2023,Ministry of Environment and Forestry
749,749,2024-12-25 03:21:05.504745,2024,12,25,21,Patuha,Lampung,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
750,750,2022-12-24 10:20:05.504745,2022,12,24,10,Mataloko,Lampung,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
751,751,2024-11-13 10:11:05.504745,2024,11,13,23,Sorik Marapi,Jawa Timur,3,Safety Standard ISO 45001,National Standardization Agency
752,752,2023-08-16 20:49:05.504745,2023,8,16,17,Sidrap,NTT,6,Water Quality Standard 2023,Ministry of Environment and Forestry
753,753,2024-06-22 18:44:05.504745,2024,6,22,15,Muara Karang,Sumatera Utara,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
754,754,2024-07-15 05:12:05.504745,2024,7,15,2,Cirata,Jawa Barat,2,Environmental Permit No. 123/2024,Regional Environmental Agency
755,755,2023-06-10 17:53:05.504745,2023,6,10,2,Cirata,Jawa Barat,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
756,756,2025-03-25 16:23:05.504745,2025,3,25,18,Jeneponto,Banten,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
757,757,2023-10-12 13:13:05.504745,2023,10,12,22,Dieng,Sumatera Selatan,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
758,758,2023-06-13 23:45:05.504745,2023,6,13,9,Ulumbu,Sulawesi Selatan,2,Environmental Permit No. 123/2024,Regional Environmental Agency
759,759,2025-02-01 17:26:05.504745,2025,2,1,1,Karangkates,Jawa Timur,3,Safety Standard ISO 45001,National Standardization Agency
760,760,2024-06-13 20:02:05.504745,2024,6,13,7,Sibayak,Banten,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
761,761,2024-01-25 05:17:05.504745,2024,1,25,19,Likupang,DKI Jakarta,2,Environmental Permit No. 123/2024,Regional Environmental Agency
762,762,2024-04-19 13:15:05.504745,2024,4,19,8,Lahendong,DKI Jakarta,6,Water Quality Standard 2023,Ministry of Environment and Forestry
