id,time_id,Time_Date,Time_Year,Time_Month,Time_Day,site_id,Site_Name,Site_Location,energy_type_id,Energy_Type_Name,weather_id,Weather_Condition,Weather_Temperature,equipment_id,Equipment_Name,Equipment_Type,Equipment_Rated_Capacity,Equipment_Operational_Status,electricity_Production(kWh)
425,425,2024-07-29 20:17:43.797236,2024,7,29,9,Ulumbu,Sulawesi Selatan,6,PLTG,8,Hazy,19.3,57,PLTG Generator CAT D1000,Generator Set,1986.29,Maintenance,114.89
426,426,2023-12-10 06:52:43.797236,2023,12,10,15,Muara Karang,Sumatera Utara,3,PLTA,3,Cloudy,19.8,42,Pelton Wheel AquaForce,Generator,394.14,Standby,144.17
427,427,2024-10-13 00:10:43.797236,2024,10,13,21,Patuha,Lampung,5,PLTG,7,Foggy,16.7,72,Steam Turbine BioSteam Z,Turbine,1950.53,Standby,986.12
428,428,2023-06-07 00:37:43.797236,2023,6,7,18,Jeneponto,Banten,6,PLTG,7,Foggy,34.6,14,Fuel Tank PetroStore 50KL,Engine,694.72,Failed,361.47
429,429,2023-09-20 00:23:43.797236,2023,9,20,23,Sorik Marapi,Jawa Timur,5,PLTG,2,Partly Cloudy,26.2,41,Steam Turbine BioSteam Z,Turbine,1175.84,Failed,505.94
430,430,2024-07-03 22:00:43.797236,2024,7,3,19,Likupang,DKI Jakarta,1,PLTS,4,Overcast,11.0,95,PLTS Panel B-Series X,Tracker,1744.63,Degraded,61.06
431,431,2025-02-16 18:42:43.797236,2025,2,16,24,Rantau Dedap,Jawa Barat,3,PLTA,4,Overcast,14.6,86,Generator PLTAGenX,Generator,1243.97,Standby,573.37
432,432,2023-11-14 03:06:43.797236,2023,11,14,16,Tambak Lorok,Sulawesi Utara,6,PLTG,4,Overcast,23.8,29,PLTG Generator CAT D1000,Engine,543.44,Degraded,1451.44
433,433,2025-03-02 09:38:43.797236,2025,3,2,10,Mataloko,Lampung,1,PLTS,8,Hazy,39.2,62,PLTS Panel B-Series X,Inverter,1043.76,Maintenance,1013.79
434,434,2025-05-15 13:51:43.797236,2025,5,15,22,Dieng,Sumatera Selatan,5,PLTG,5,Rain Showers,20.4,72,Steam Turbine BioSteam Z,Turbine,1116.7,Failed,978.96
435,435,2024-05-10 23:25:43.797236,2024,5,10,5,Darajat,Sulawesi Utara,4,PLTG,2,Partly Cloudy,25.8,13,Cooling Tower GeoCool,Wellhead,1738.92,Degraded,1426.73
436,436,2023-09-26 16:20:43.797236,2023,9,26,20,Gunung Salak,Sulawesi Selatan,2,PLTB,3,Cloudy,21.4,59,Blade Set AeroPro,Turbine,1049.29,Operational,502.74
437,437,2023-11-01 02:23:43.797236,2023,11,1,22,Dieng,Sumatera Selatan,1,PLTS,6,Thunderstorm,15.6,40,PLTS Panel B-Series X,Inverter,443.97,Maintenance,223.19
438,438,2024-03-10 01:00:43.797236,2024,3,10,12,Suralaya,Jawa Timur,4,PLTG,5,Rain Showers,34.7,15,Wellhead Unit AlphaTherm,Wellhead,1437.04,Failed,1356.21
439,439,2024-11-24 03:07:43.797236,2024,11,24,9,Ulumbu,Sulawesi Selatan,5,PLTG,4,Overcast,39.1,9,Gasifier WoodChip X200,Feeder System,401.93,Operational,1330.17
440,440,2023-10-21 11:58:43.797236,2023,10,21,18,Jeneponto,Banten,6,PLTG,4,Overcast,14.9,66,Alternator PLTGGen Pro,Exhaust System,1149.98,Maintenance,1447.75
441,441,2025-04-16 18:37:43.797236,2025,4,16,16,Tambak Lorok,Sulawesi Utara,2,PLTB,8,Hazy,20.7,88,Gearbox PLTBMaster,Gearbox,384.83,Operational,1075.73
442,442,2024-06-11 11:47:43.797236,2024,6,11,7,Sibayak,Banten,1,PLTS,2,Partly Cloudy,38.2,99,Central Inverter SunGrow,Photovoltaic Panel,1595.24,Standby,81.39
443,443,2025-04-25 18:22:43.797236,2025,4,25,12,Suralaya,Jawa Timur,1,PLTS,8,Hazy,21.7,40,PLTS Panel B-Series X,Inverter,1256.14,Standby,1334.02
444,444,2024-06-05 16:08:43.797236,2024,6,5,24,Rantau Dedap,Jawa Barat,5,PLTG,8,Hazy,22.6,41,Steam Turbine BioSteam Z,Turbine,201.38,Maintenance,497.65
445,445,2024-11-10 21:41:43.797236,2024,11,10,1,Karangkates,Jawa Timur,3,PLTA,3,Cloudy,13.9,56,PLTA Turbine T-Francis,Generator,1952.75,Maintenance,578.51
446,446,2023-06-06 00:30:43.797236,2023,6,6,17,Sidrap,NTT,4,PLTG,3,Cloudy,32.3,13,Cooling Tower GeoCool,Wellhead,1538.4,Maintenance,773.63
447,447,2024-03-09 05:48:43.797236,2024,3,9,18,Jeneponto,Banten,2,PLTB,6,Thunderstorm,31.0,67,PLTB Turbine Vestas V120,Generator,1946.57,Degraded,446.91
448,448,2025-05-08 03:59:43.797236,2025,5,8,17,Sidrap,NTT,6,PLTG,8,Hazy,37.4,93,Fuel Tank PetroStore 50KL,Exhaust System,990.38,Operational,1253.82
449,449,2024-09-17 05:22:43.797236,2024,9,17,18,Jeneponto,Banten,4,PLTG,1,Clear,29.4,96,Binary Cycle Plant GeoFlow,Heat Exchanger,847.95,Standby,166.0
450,450,2024-05-25 10:32:43.797236,2024,5,25,6,Wayang PLTBu,NTT,4,PLTG,8,Hazy,28.4,15,Wellhead Unit AlphaTherm,Wellhead,738.69,Standby,116.93
451,451,2025-03-28 08:48:43.797236,2025,3,28,4,Kamojang,Sumatera Utara,4,PLTG,2,Partly Cloudy,37.5,10,Wellhead Unit AlphaTherm,Wellhead,1219.24,Failed,145.48
452,452,2025-01-22 04:27:43.797236,2025,1,22,11,Paiton,Sumatera Selatan,2,PLTB,8,Hazy,21.0,59,Blade Set AeroPro,Turbine,908.57,Standby,1166.84
453,453,2025-02-02 11:40:43.797236,2025,2,2,7,Sibayak,Banten,2,PLTB,2,Partly Cloudy,10.9,76,PLTB Turbine Vestas V120,Nacelle,782.15,Operational,261.88
454,454,2024-06-27 07:07:43.797236,2024,6,27,16,Tambak Lorok,Sulawesi Utara,3,PLTA,4,Overcast,28.8,7,Generator PLTAGenX,Spillway Gate,913.69,Operational,217.97
455,455,2024-10-21 21:52:43.797236,2024,10,21,17,Sidrap,NTT,1,PLTS,3,Cloudy,23.2,99,Central Inverter SunGrow,Photovoltaic Panel,1200.69,Failed,1465.74
456,456,2023-07-28 10:03:43.797236,2023,7,28,4,Kamojang,Sumatera Utara,6,PLTG,5,Rain Showers,36.2,35,PLTG Generator CAT D1000,Generator Set,985.66,Maintenance,995.54
457,457,2024-08-05 00:30:43.797236,2024,8,5,3,Saguling,Jawa Tengah,3,PLTA,3,Cloudy,13.5,60,Pelton Wheel AquaForce,Turbine,959.33,Standby,934.69
458,458,2024-02-09 11:10:43.797236,2024,2,9,17,Sidrap,NTT,6,PLTG,2,Partly Cloudy,23.6,57,PLTG Generator CAT D1000,Generator Set,1578.48,Degraded,779.57
459,459,2023-12-18 19:07:43.797236,2023,12,18,24,Rantau Dedap,Jawa Barat,6,PLTG,7,Foggy,12.8,100,PLTG Generator CAT D1000,Fuel System,1440.35,Degraded,1065.66
460,460,2024-09-27 10:12:43.797236,2024,9,27,15,Muara Karang,Sumatera Utara,4,PLTG,7,Foggy,36.6,5,Binary Cycle Plant GeoFlow,Heat Exchanger,958.31,Failed,584.56
461,461,2025-03-06 22:11:43.797236,2025,3,6,22,Dieng,Sumatera Selatan,2,PLTB,7,Foggy,30.7,38,PLTB Turbine Vestas V120,Generator,1512.89,Degraded,713.67
462,462,2023-07-29 01:05:43.797236,2023,7,29,10,Mataloko,Lampung,4,PLTG,3,Cloudy,23.8,8,Steam Turbine GeoPower X1,Wellhead,1796.6,Degraded,265.91
463,463,2023-08-24 11:05:43.797236,2023,8,24,17,Sidrap,NTT,5,PLTG,3,Cloudy,12.7,72,Steam Turbine BioSteam Z,Turbine,549.55,Failed,783.5
464,464,2023-11-16 01:44:43.797236,2023,11,16,4,Kamojang,Sumatera Utara,4,PLTG,1,Clear,32.6,28,Binary Cycle Plant GeoFlow,Heat Exchanger,1789.19,Operational,123.83
465,465,2024-02-24 06:35:43.797236,2024,2,24,7,Sibayak,Banten,6,PLTG,1,Clear,26.8,24,PLTG Generator CAT D1000,Exhaust System,1304.63,Maintenance,749.97
466,466,2024-01-17 20:42:43.797236,2024,1,17,21,Patuha,Lampung,6,PLTG,3,Cloudy,30.8,66,Alternator PLTGGen Pro,Exhaust System,741.37,Degraded,669.49
467,467,2024-10-01 07:28:43.797236,2024,10,1,24,Rantau Dedap,Jawa Barat,5,PLTG,7,Foggy,22.9,16,Pelletizer BioFuel,Feeder System,825.36,Operational,964.78
468,468,2024-10-23 20:17:43.797236,2024,10,23,19,Likupang,DKI Jakarta,1,PLTS,1,Clear,10.1,95,PLTS Panel B-Series X,Tracker,1380.05,Failed,1420.75
469,469,2024-12-26 09:04:43.797236,2024,12,26,2,Cirata,Jawa Barat,2,PLTB,6,Thunderstorm,31.4,64,Gearbox PLTBMaster,Turbine,1031.04,Operational,102.95
470,470,2025-01-04 12:26:43.797236,2025,1,4,11,Paiton,Sumatera Selatan,5,PLTG,4,Overcast,17.4,41,Steam Turbine BioSteam Z,Turbine,1253.13,Operational,695.11
471,471,2024-07-21 14:44:43.797236,2024,7,21,13,Tanjung Jati B,Jawa Barat,4,PLTG,1,Clear,14.2,4,Binary Cycle Plant GeoFlow,Steam Turbine,1191.36,Failed,1310.19
472,472,2025-03-02 22:26:43.797236,2025,3,2,20,Gunung Salak,Sulawesi Selatan,4,PLTG,1,Clear,16.4,11,Steam Turbine GeoPower X1,Steam Turbine,1024.93,Standby,767.81
473,473,2024-03-29 03:27:43.797236,2024,3,29,10,Mataloko,Lampung,5,PLTG,4,Overcast,21.4,65,Pelletizer BioFuel,Turbine,1699.6,Failed,698.82
474,474,2023-08-16 02:17:43.797236,2023,8,16,24,Rantau Dedap,Jawa Barat,3,PLTA,1,Clear,28.6,56,PLTA Turbine T-Francis,Generator,1654.28,Operational,888.55
475,475,2025-01-31 08:12:43.797236,2025,1,31,18,Jeneponto,Banten,3,PLTA,2,Partly Cloudy,38.6,73,PLTA Turbine T-Francis,Turbine,1215.51,Maintenance,101.84
476,476,2023-12-29 11:51:43.797236,2023,12,29,22,Dieng,Sumatera Selatan,4,PLTG,5,Rain Showers,33.3,68,Cooling Tower GeoCool,Wellhead,1536.16,Standby,242.29
477,477,2023-07-28 22:16:43.797236,2023,7,28,13,Tanjung Jati B,Jawa Barat,5,PLTG,2,Partly Cloudy,12.6,9,Gasifier WoodChip X200,Feeder System,1895.49,Maintenance,678.46
478,478,2024-10-05 07:58:43.797236,2024,10,5,5,Darajat,Sulawesi Utara,4,PLTG,5,Rain Showers,25.1,48,Binary Cycle Plant GeoFlow,Condenser,482.74,Operational,130.65
479,479,2023-06-06 07:44:43.797236,2023,6,6,23,Sorik Marapi,Jawa Timur,3,PLTA,3,Cloudy,10.3,3,PLTA Turbine T-Francis,Turbine,1716.26,Standby,340.07
480,480,2024-09-23 16:45:43.797236,2024,9,23,5,Darajat,Sulawesi Utara,2,PLTB,8,Hazy,36.6,1,Gearbox PLTBMaster,Turbine,1323.4,Maintenance,396.53
481,481,2024-08-03 12:46:43.797236,2024,8,3,10,Mataloko,Lampung,3,PLTA,4,Overcast,13.2,85,PLTA Turbine T-Francis,Turbine,1216.98,Maintenance,941.94
482,482,2025-03-15 11:41:43.797236,2025,3,15,4,Kamojang,Sumatera Utara,5,PLTG,1,Clear,16.8,72,Steam Turbine BioSteam Z,Turbine,1120.37,Standby,1049.87
483,483,2025-01-02 13:15:43.797236,2025,1,2,13,Tanjung Jati B,Jawa Barat,2,PLTB,6,Thunderstorm,14.2,59,Blade Set AeroPro,Turbine,357.99,Operational,799.72
484,484,2023-11-15 03:28:43.797236,2023,11,15,23,Sorik Marapi,Jawa Timur,6,PLTG,5,Rain Showers,33.9,24,PLTG Generator CAT D1000,Exhaust System,1831.68,Maintenance,90.28
485,485,2024-11-25 23:22:43.797236,2024,11,25,2,Cirata,Jawa Barat,4,PLTG,6,Thunderstorm,35.1,68,Cooling Tower GeoCool,Wellhead,1701.22,Standby,1322.32
486,486,2024-08-23 05:05:43.797236,2024,8,23,1,Karangkates,Jawa Timur,5,PLTG,7,Foggy,14.8,9,Gasifier WoodChip X200,Feeder System,332.16,Standby,639.47
487,487,2023-12-23 04:01:43.797236,2023,12,23,6,Wayang PLTBu,NTT,4,PLTG,5,Rain Showers,32.7,96,Binary Cycle Plant GeoFlow,Heat Exchanger,1210.74,Operational,820.93
488,488,2024-02-08 17:20:43.797236,2024,2,8,5,Darajat,Sulawesi Utara,4,PLTG,7,Foggy,13.9,96,Binary Cycle Plant GeoFlow,Heat Exchanger,1676.52,Degraded,639.22
489,489,2023-09-03 00:59:43.797236,2023,9,3,11,Paiton,Sumatera Selatan,5,PLTG,7,Foggy,15.9,65,Pelletizer BioFuel,Turbine,160.27,Failed,281.59
490,490,2023-07-26 12:36:43.797236,2023,7,26,22,Dieng,Sumatera Selatan,2,PLTB,8,Hazy,24.7,91,PLTB Turbine G100,Turbine,1872.32,Degraded,151.97
491,491,2024-02-19 00:24:43.797236,2024,2,19,25,Muara Laboh,Jawa Tengah,2,PLTB,8,Hazy,15.3,1,Gearbox PLTBMaster,Turbine,1551.74,Failed,572.55
492,492,2023-06-29 13:14:43.797236,2023,6,29,4,Kamojang,Sumatera Utara,3,PLTA,3,Cloudy,39.8,3,PLTA Turbine T-Francis,Turbine,1600.47,Standby,1209.2
493,493,2023-10-20 16:52:43.797236,2023,10,20,4,Kamojang,Sumatera Utara,1,PLTS,8,Hazy,25.1,98,Inverter SolMax 5000,Inverter,481.34,Maintenance,1313.32
494,494,2024-03-26 04:02:43.797236,2024,3,26,1,Karangkates,Jawa Timur,3,PLTA,6,Thunderstorm,15.5,70,Generator PLTAGenX,Generator,1246.66,Standby,500.45
495,495,2023-05-30 03:13:43.797236,2023,5,30,9,Ulumbu,Sulawesi Selatan,5,PLTG,5,Rain Showers,29.4,41,Steam Turbine BioSteam Z,Turbine,930.1,Standby,222.68
496,496,2024-01-08 14:37:43.797236,2024,1,8,3,Saguling,Jawa Tengah,6,PLTG,8,Hazy,16.6,14,Fuel Tank PetroStore 50KL,Engine,486.68,Operational,893.15
497,497,2025-03-27 06:09:43.797236,2025,3,27,16,Tambak Lorok,Sulawesi Utara,6,PLTG,6,Thunderstorm,36.2,93,Fuel Tank PetroStore 50KL,Exhaust System,1172.41,Maintenance,699.54
498,498,2024-01-10 17:08:43.797236,2024,1,10,20,Gunung Salak,Sulawesi Selatan,2,PLTB,8,Hazy,36.1,20,PLTB Turbine G100,Nacelle,1580.39,Operational,61.23
499,499,2025-04-10 14:46:43.797236,2025,4,10,6,Wayang PLTBu,NTT,1,PLTS,7,Foggy,13.0,32,PLTS Panel B-Series X,Photovoltaic Panel,1805.9,Maintenance,1435.93
500,500,2024-06-25 01:43:43.797236,2024,6,25,18,Jeneponto,Banten,1,PLTS,3,Cloudy,22.7,52,PLTS Panel Array Alpha,Tracker,603.95,Degraded,1009.13
501,501,2024-12-09 10:33:43.797236,2024,12,9,16,Tambak Lorok,Sulawesi Utara,3,PLTA,7,Foggy,21.0,74,Generator PLTAGenX,Spillway Gate,754.02,Operational,80.16
502,502,2023-07-22 01:32:43.797236,2023,7,22,16,Tambak Lorok,Sulawesi Utara,2,PLTB,5,Rain Showers,17.1,20,PLTB Turbine G100,Nacelle,1945.04,Degraded,724.22
503,503,2023-09-14 22:06:43.797236,2023,9,14,14,Grati,Jawa Tengah,3,PLTA,5,Rain Showers,13.6,63,PLTA Turbine T-Francis,Penstock,1108.35,Failed,1307.02
504,504,2024-01-27 07:35:43.797236,2024,1,27,24,Rantau Dedap,Jawa Barat,3,PLTA,3,Cloudy,36.1,56,PLTA Turbine T-Francis,Generator,882.82,Maintenance,1098.8
505,505,2024-10-16 13:44:43.797236,2024,10,16,2,Cirata,Jawa Barat,3,PLTA,6,Thunderstorm,16.3,63,PLTA Turbine T-Francis,Penstock,489.95,Degraded,1048.49
506,506,2024-09-22 07:27:43.797236,2024,9,22,5,Darajat,Sulawesi Utara,6,PLTG,3,Cloudy,13.7,53,Alternator PLTGGen Pro,Engine,1457.03,Standby,1160.61
507,507,2023-09-22 19:20:43.797236,2023,9,22,14,Grati,Jawa Tengah,3,PLTA,6,Thunderstorm,37.0,42,Pelton Wheel AquaForce,Generator,713.52,Failed,606.02
508,508,2024-08-12 12:48:43.797236,2024,8,12,24,Rantau Dedap,Jawa Barat,1,PLTS,2,Partly Cloudy,14.5,99,Central Inverter SunGrow,Photovoltaic Panel,368.89,Maintenance,544.33
509,509,2024-12-13 06:47:43.797236,2024,12,13,12,Suralaya,Jawa Timur,3,PLTA,3,Cloudy,16.5,60,Pelton Wheel AquaForce,Turbine,1638.81,Standby,657.72
510,510,2025-02-08 01:07:43.797236,2025,2,8,17,Sidrap,NTT,2,PLTB,3,Cloudy,26.3,59,Blade Set AeroPro,Turbine,813.78,Failed,449.76
511,511,2025-02-16 06:47:43.797236,2025,2,16,6,Wayang PLTBu,NTT,1,PLTS,8,Hazy,17.1,44,PLTS Panel B-Series X,Mounting System,1787.55,Degraded,403.07
512,512,2023-11-03 16:55:43.797236,2023,11,3,25,Muara Laboh,Jawa Tengah,2,PLTB,1,Clear,29.4,12,PLTB Turbine G100,Nacelle,932.66,Operational,1253.52
513,513,2024-12-08 20:31:43.797236,2024,12,8,10,Mataloko,Lampung,3,PLTA,3,Cloudy,25.5,97,PLTA Turbine T-Francis,Generator,646.59,Operational,1121.61
514,514,2024-06-19 18:44:43.797236,2024,6,19,25,Muara Laboh,Jawa Tengah,6,PLTG,1,Clear,34.1,50,Fuel Tank PetroStore 50KL,Generator Set,136.0,Failed,1402.19
515,515,2024-01-19 07:28:43.797236,2024,1,19,2,Cirata,Jawa Barat,3,PLTA,4,Overcast,28.5,31,Generator PLTAGenX,Penstock,1795.48,Degraded,816.25
516,516,2025-02-18 07:10:43.797236,2025,2,18,23,Sorik Marapi,Jawa Timur,6,PLTG,1,Clear,35.3,19,Alternator PLTGGen Pro,Engine,529.5,Operational,809.11
517,517,2025-03-24 01:26:43.797236,2025,3,24,21,Patuha,Lampung,4,PLTG,3,Cloudy,28.5,4,Binary Cycle Plant GeoFlow,Steam Turbine,1655.77,Operational,1432.21
518,518,2023-11-06 13:24:43.797236,2023,11,6,9,Ulumbu,Sulawesi Selatan,5,PLTG,3,Cloudy,19.4,41,Steam Turbine BioSteam Z,Turbine,1510.07,Operational,55.74
519,519,2025-01-05 08:40:43.797236,2025,1,5,13,Tanjung Jati B,Jawa Barat,1,PLTS,2,Partly Cloudy,31.7,95,PLTS Panel B-Series X,Tracker,600.72,Standby,1408.58
520,520,2023-12-12 13:54:43.797236,2023,12,12,15,Muara Karang,Sumatera Utara,5,PLTG,7,Foggy,30.5,90,Steam Turbine BioSteam Z,Gasifier,1253.93,Degraded,998.55
521,521,2024-06-15 01:57:43.797236,2024,6,15,15,Muara Karang,Sumatera Utara,6,PLTG,2,Partly Cloudy,26.2,57,PLTG Generator CAT D1000,Generator Set,209.27,Operational,861.94
522,522,2024-05-02 18:04:43.797236,2024,5,2,1,Karangkates,Jawa Timur,5,PLTG,1,Clear,27.6,26,Pelletizer BioFuel,Feeder System,480.67,Maintenance,603.5
523,523,2024-11-04 15:01:43.797236,2024,11,4,3,Saguling,Jawa Tengah,4,PLTG,7,Foggy,20.9,37,Binary Cycle Plant GeoFlow,Steam Turbine,1985.35,Operational,463.71
524,524,2023-12-08 13:12:43.797236,2023,12,8,6,Wayang PLTBu,NTT,6,PLTG,2,Partly Cloudy,18.9,35,PLTG Generator CAT D1000,Generator Set,171.07,Maintenance,84.5
525,525,2024-04-16 10:12:43.797236,2024,4,16,17,Sidrap,NTT,1,PLTS,6,Thunderstorm,24.9,44,PLTS Panel B-Series X,Mounting System,134.09,Maintenance,868.36
526,526,2024-09-20 19:31:43.797236,2024,9,20,8,Lahendong,DKI Jakarta,4,PLTG,6,Thunderstorm,13.0,17,Binary Cycle Plant GeoFlow,Wellhead,1953.78,Operational,945.7
527,527,2024-04-25 19:27:43.797236,2024,4,25,7,Sibayak,Banten,3,PLTA,4,Overcast,39.2,25,Pelton Wheel AquaForce,Spillway Gate,1428.25,Operational,26.75
528,528,2024-09-03 11:45:43.797236,2024,9,3,3,Saguling,Jawa Tengah,2,PLTB,5,Rain Showers,34.0,67,PLTB Turbine Vestas V120,Generator,985.96,Degraded,91.13
529,529,2024-07-11 21:10:43.797236,2024,7,11,1,Karangkates,Jawa Timur,6,PLTG,5,Rain Showers,15.7,58,Engine Cummins KTA50,Fuel System,1488.63,Maintenance,715.02
530,530,2024-05-15 06:09:43.797236,2024,5,15,8,Lahendong,DKI Jakarta,4,PLTG,4,Overcast,27.5,11,Steam Turbine GeoPower X1,Steam Turbine,1767.72,Operational,710.97
531,531,2024-12-14 17:49:43.797236,2024,12,14,22,Dieng,Sumatera Selatan,2,PLTB,2,Partly Cloudy,39.9,88,Gearbox PLTBMaster,Gearbox,1644.53,Standby,557.19
532,532,2023-11-29 15:15:43.797236,2023,11,29,10,Mataloko,Lampung,3,PLTA,5,Rain Showers,14.5,75,Kaplan Turbine FlowMax,Turbine,1107.71,Failed,1468.96
533,533,2023-08-16 12:57:43.797236,2023,8,16,1,Karangkates,Jawa Timur,1,PLTS,1,Clear,31.5,83,PLTS Panel Array Alpha,Tracker,533.9,Degraded,1024.45
534,534,2025-03-14 15:31:43.797236,2025,3,14,25,Muara Laboh,Jawa Tengah,4,PLTG,8,Hazy,20.7,8,Steam Turbine GeoPower X1,Wellhead,475.7,Maintenance,825.1
535,535,2024-09-23 04:09:43.797236,2024,9,23,24,Rantau Dedap,Jawa Barat,5,PLTG,1,Clear,21.2,90,Steam Turbine BioSteam Z,Gasifier,710.88,Standby,1024.34
536,536,2024-06-21 12:55:43.797236,2024,6,21,5,Darajat,Sulawesi Utara,6,PLTG,3,Cloudy,36.3,24,PLTG Generator CAT D1000,Exhaust System,1057.5,Standby,946.92
537,537,2024-12-11 10:43:43.797236,2024,12,11,2,Cirata,Jawa Barat,3,PLTA,2,Partly Cloudy,19.0,7,Generator PLTAGenX,Spillway Gate,338.28,Standby,1423.77
538,538,2024-12-06 21:16:43.797236,2024,12,6,2,Cirata,Jawa Barat,6,PLTG,5,Rain Showers,23.3,35,PLTG Generator CAT D1000,Generator Set,1493.19,Standby,1086.16
539,539,2024-07-01 07:28:43.797236,2024,7,1,1,Karangkates,Jawa Timur,6,PLTG,3,Cloudy,21.2,14,Fuel Tank PetroStore 50KL,Engine,1346.5,Failed,262.79
540,540,2023-12-30 23:41:43.797236,2023,12,30,25,Muara Laboh,Jawa Tengah,6,PLTG,3,Cloudy,27.8,29,PLTG Generator CAT D1000,Engine,268.27,Degraded,653.7
541,541,2024-09-27 11:43:43.797236,2024,9,27,5,Darajat,Sulawesi Utara,2,PLTB,7,Foggy,14.9,76,PLTB Turbine Vestas V120,Nacelle,125.86,Degraded,770.19
542,542,2024-04-11 11:26:43.797236,2024,4,11,2,Cirata,Jawa Barat,4,PLTG,5,Rain Showers,10.9,13,Cooling Tower GeoCool,Wellhead,1325.98,Standby,1176.06
543,543,2025-02-15 04:29:43.797236,2025,2,15,18,Jeneponto,Banten,3,PLTA,6,Thunderstorm,37.1,73,PLTA Turbine T-Francis,Turbine,714.54,Degraded,652.08
544,544,2023-09-22 18:38:43.797236,2023,9,22,18,Jeneponto,Banten,3,PLTA,1,Clear,28.0,3,PLTA Turbine T-Francis,Turbine,191.85,Failed,585.73
545,545,2024-09-17 14:11:43.797236,2024,9,17,5,Darajat,Sulawesi Utara,1,PLTS,6,Thunderstorm,19.0,23,Central Inverter SunGrow,Tracker,1918.58,Failed,901.47
546,546,2025-05-09 18:51:43.797236,2025,5,9,25,Muara Laboh,Jawa Tengah,1,PLTS,5,Rain Showers,20.3,95,PLTS Panel B-Series X,Tracker,1696.35,Failed,793.86
547,547,2023-10-20 05:32:43.797236,2023,10,20,21,Patuha,Lampung,4,PLTG,8,Hazy,18.0,96,Binary Cycle Plant GeoFlow,Heat Exchanger,1987.27,Failed,220.41
548,548,2023-08-17 13:46:43.797236,2023,8,17,15,Muara Karang,Sumatera Utara,6,PLTG,8,Hazy,37.9,69,Engine Cummins KTA50,Engine,1776.58,Standby,383.78
549,549,2024-07-10 09:10:43.797236,2024,7,10,3,Saguling,Jawa Tengah,1,PLTS,3,Cloudy,37.6,44,PLTS Panel B-Series X,Mounting System,762.4,Degraded,431.43
550,550,2025-04-30 16:31:43.797236,2025,4,30,4,Kamojang,Sumatera Utara,3,PLTA,1,Clear,35.3,70,Generator PLTAGenX,Generator,1680.95,Operational,857.53
551,551,2024-05-25 07:46:43.797236,2024,5,25,15,Muara Karang,Sumatera Utara,1,PLTS,7,Foggy,24.4,23,Central Inverter SunGrow,Tracker,476.5,Maintenance,901.43
552,552,2025-03-28 17:46:43.797236,2025,3,28,8,Lahendong,DKI Jakarta,3,PLTA,5,Rain Showers,24.2,73,PLTA Turbine T-Francis,Turbine,199.13,Maintenance,179.22
553,553,2024-08-06 11:04:43.797236,2024,8,6,6,Wayang PLTBu,NTT,2,PLTB,7,Foggy,39.6,88,Gearbox PLTBMaster,Gearbox,1106.91,Operational,1412.43
554,554,2023-12-14 22:17:43.797236,2023,12,14,9,Ulumbu,Sulawesi Selatan,3,PLTA,3,Cloudy,33.3,63,PLTA Turbine T-Francis,Penstock,285.58,Degraded,704.83
555,555,2024-08-15 20:07:43.797236,2024,8,15,24,Rantau Dedap,Jawa Barat,4,PLTG,6,Thunderstorm,17.2,79,Wellhead Unit AlphaTherm,Steam Turbine,764.57,Maintenance,446.14
556,556,2025-05-08 00:22:43.797236,2025,5,8,2,Cirata,Jawa Barat,4,PLTG,3,Cloudy,14.6,79,Wellhead Unit AlphaTherm,Steam Turbine,365.33,Maintenance,1351.87
557,557,2023-06-03 05:40:43.797236,2023,6,3,18,Jeneponto,Banten,4,PLTG,3,Cloudy,19.1,27,Binary Cycle Plant GeoFlow,Wellhead,1543.04,Failed,1408.6
558,558,2023-11-26 12:09:43.797236,2023,11,26,15,Muara Karang,Sumatera Utara,1,PLTS,8,Hazy,26.4,61,PLTS Panel B-Series X,Mounting System,1947.63,Standby,289.23
559,559,2023-12-06 17:03:43.797236,2023,12,6,9,Ulumbu,Sulawesi Selatan,1,PLTS,2,Partly Cloudy,29.2,95,PLTS Panel B-Series X,Tracker,1131.37,Degraded,862.52
560,560,2025-02-04 07:36:43.797236,2025,2,4,4,Kamojang,Sumatera Utara,6,PLTG,5,Rain Showers,14.0,50,Fuel Tank PetroStore 50KL,Generator Set,944.39,Failed,731.25
561,561,2024-08-29 11:37:43.797236,2024,8,29,15,Muara Karang,Sumatera Utara,6,PLTG,1,Clear,21.8,21,PLTG Generator CAT D1000,Fuel System,378.87,Degraded,382.87
562,562,2023-12-16 15:50:43.797236,2023,12,16,15,Muara Karang,Sumatera Utara,3,PLTA,8,Hazy,15.8,97,PLTA Turbine T-Francis,Generator,1872.09,Standby,1449.3
563,563,2023-10-15 02:43:43.797236,2023,10,15,8,Lahendong,DKI Jakarta,4,PLTG,3,Cloudy,35.7,27,Binary Cycle Plant GeoFlow,Wellhead,558.32,Operational,524.56
564,564,2024-08-07 02:12:43.797236,2024,8,7,1,Karangkates,Jawa Timur,3,PLTA,6,Thunderstorm,37.5,46,Generator PLTAGenX,Turbine,429.63,Standby,916.75
565,565,2025-01-22 09:21:43.797236,2025,1,22,25,Muara Laboh,Jawa Tengah,3,PLTA,4,Overcast,26.5,25,Pelton Wheel AquaForce,Spillway Gate,381.53,Operational,1323.97
