id,time_id,Time_Date,Time_Year,Time_Month,Time_Day,site_id,Site_Name,Site_Location,equipment_id,Equipment_Name,Equipment_Type,Equipment_Rated_Capacity,Equipment_Operational_Status,energy_type_id,Energy_Type_Name,weather_id,Weather_Condition,Weather_Temperature
441,441,2024-01-12 19:47:44.920375,2024,1,12,11,Paiton,Sumatera Selatan,27,PLTS Panel Array Alpha,Mounting System,355.75,Degraded,1,PLTS,5,Rain Showers,12.8
442,442,2024-03-11 21:52:44.920375,2024,3,11,23,Sorik Marapi,Jawa Timur,97,Gearbox PLTBMaster,Gearbox,1000.5,Failed,2,PLTB,6,Thunderstorm,30.9
443,443,2025-04-24 16:26:44.920375,2025,4,24,25,Muara Laboh,Jawa Tengah,67,Steam Turbine GeoPower X1,Wellhead,209.72,Operational,4,PLTU,1,Clear,23.6
444,444,2024-09-01 17:21:44.920375,2024,9,1,22,Dieng,Sumatera Selatan,97,Gearbox PLTBMaster,Gearbox,1409.45,Standby,2,PLTB,1,Clear,13.9
445,445,2023-07-17 05:35:44.920375,2023,7,17,23,Sorik Marapi,Jawa Timur,20,Alternator PLTGGen Pro,Fuel System,1633.49,Standby,6,PLTG,3,Cloudy,14.2
446,446,2024-03-31 03:03:44.920375,2024,3,31,12,Suralaya,Jawa Timur,36,Wellhead Unit AlphaTherm,Wellhead,185.37,Operational,4,PLTU,3,Cloudy,27.2
447,447,2024-04-26 12:39:44.920375,2024,4,26,13,Tanjung Jati B,Jawa Barat,98,Wellhead Unit AlphaTherm,Steam Turbine,1776.0,Standby,4,PLTU,3,Cloudy,32.9
448,448,2025-01-16 07:28:44.920375,2025,1,16,20,Gunung Salak,Sulawesi Selatan,79,Pelletizer BioFuel,Feeder System,1722.14,Degraded,5,PLTG,5,Rain Showers,32.0
449,449,2024-05-27 01:16:44.920375,2024,5,27,18,Jeneponto,Banten,29,PLTB Turbine Vestas V120,Nacelle,466.63,Operational,2,PLTB,8,Hazy,18.8
450,450,2024-08-19 05:09:44.920375,2024,8,19,4,Kamojang,Sumatera Utara,88,Blade Set AeroPro,Turbine,1368.81,Operational,2,PLTB,4,Overcast,31.4
451,451,2025-02-19 14:04:44.920375,2025,2,19,23,Sorik Marapi,Jawa Timur,60,Binary Cycle Plant GeoFlow,Heat Exchanger,1450.75,Standby,4,PLTU,6,Thunderstorm,23.8
452,452,2025-03-12 02:27:44.920375,2025,3,12,21,Patuha,Lampung,6,PLTS Panel B-Series X,Mounting System,1208.84,Maintenance,1,PLTS,7,Foggy,11.5
453,453,2023-07-15 13:23:44.920375,2023,7,15,11,Paiton,Sumatera Selatan,6,PLTS Panel B-Series X,Mounting System,1289.35,Degraded,1,PLTS,5,Rain Showers,38.4
454,454,2023-10-24 10:41:44.920375,2023,10,24,18,Jeneponto,Banten,78,Gasifier WoodChip X200,Turbine,481.24,Operational,5,PLTG,2,Partly Cloudy,37.6
455,455,2024-01-13 00:17:44.920375,2024,1,13,19,Likupang,DKI Jakarta,53,Steam Turbine GeoPower X1,Steam Turbine,356.71,Operational,4,PLTU,6,Thunderstorm,22.0
456,456,2024-01-14 12:33:44.920375,2024,1,14,25,Muara Laboh,Jawa Tengah,48,PLTA Turbine T-Francis,Spillway Gate,1783.68,Degraded,3,PLTA,8,Hazy,22.0
457,457,2023-07-03 03:28:44.920375,2023,7,3,22,Dieng,Sumatera Selatan,23,Generator PLTAGenX,Spillway Gate,1286.2,Maintenance,3,PLTA,8,Hazy,16.9
458,458,2023-08-08 14:23:44.920375,2023,8,8,4,Kamojang,Sumatera Utara,28,PLTB Turbine Vestas V120,Generator,225.77,Degraded,2,PLTB,7,Foggy,32.7
459,459,2024-10-21 14:07:44.920375,2024,10,21,14,Grati,Jawa Tengah,78,Gasifier WoodChip X200,Turbine,555.21,Degraded,5,PLTG,6,Thunderstorm,39.9
460,460,2025-02-10 01:59:44.920375,2025,2,10,15,Muara Karang,Sumatera Utara,55,PLTA Turbine T-Francis,Turbine,1413.72,Maintenance,3,PLTA,1,Clear,11.6
461,461,2024-08-07 20:20:44.920375,2024,8,7,4,Kamojang,Sumatera Utara,15,Fuel Tank PetroStore 50KL,Fuel System,621.64,Degraded,6,PLTG,2,Partly Cloudy,34.3
462,462,2023-10-26 22:12:44.920375,2023,10,26,16,Tambak Lorok,Sulawesi Utara,56,Blade Set AeroPro,Generator,1264.05,Standby,2,PLTB,1,Clear,34.3
463,463,2024-12-04 15:27:44.920375,2024,12,4,20,Gunung Salak,Sulawesi Selatan,78,Gasifier WoodChip X200,Turbine,1540.82,Degraded,5,PLTG,1,Clear,20.5
464,464,2025-03-09 01:32:44.920375,2025,3,9,24,Rantau Dedap,Jawa Barat,23,Generator PLTAGenX,Spillway Gate,834.1,Operational,3,PLTA,7,Foggy,26.6
465,465,2024-09-21 01:12:44.920375,2024,9,21,22,Dieng,Sumatera Selatan,51,PLTA Turbine T-Francis,Turbine,1333.3,Operational,3,PLTA,5,Rain Showers,30.3
466,466,2024-11-15 07:30:44.920375,2024,11,15,24,Rantau Dedap,Jawa Barat,76,Cooling Tower GeoCool,Heat Exchanger,442.97,Maintenance,4,PLTU,3,Cloudy,16.6
467,467,2024-02-28 07:52:44.920375,2024,2,28,13,Tanjung Jati B,Jawa Barat,67,Steam Turbine GeoPower X1,Wellhead,939.62,Failed,4,PLTU,3,Cloudy,22.5
468,468,2023-07-27 16:10:44.920375,2023,7,27,1,Karangkates,Jawa Timur,50,Pelletizer BioFuel,Gasifier,664.97,Degraded,5,PLTG,3,Cloudy,22.6
469,469,2023-09-10 21:42:44.920375,2023,9,10,3,Saguling,Jawa Tengah,70,Steam Turbine GeoPower X1,Condenser,1934.72,Operational,4,PLTU,3,Cloudy,18.1
470,470,2025-01-15 06:45:44.920375,2025,1,15,21,Patuha,Lampung,59,Pelton Wheel AquaForce,Turbine,689.17,Operational,3,PLTA,3,Cloudy,21.9
471,471,2025-05-09 14:13:44.920375,2025,5,9,8,Lahendong,DKI Jakarta,25,Kaplan Turbine FlowMax,Penstock,1128.77,Degraded,3,PLTA,8,Hazy,14.9
472,472,2024-01-05 05:59:44.920375,2024,1,5,21,Patuha,Lampung,5,Pelletizer BioFuel,Gasifier,1957.43,Degraded,5,PLTG,7,Foggy,21.3
473,473,2023-12-02 23:28:44.920375,2023,12,2,6,Wayang PLTBu,NTT,97,Gearbox PLTBMaster,Gearbox,1105.68,Maintenance,2,PLTB,7,Foggy,28.1
474,474,2024-12-03 07:37:44.920375,2024,12,3,13,Tanjung Jati B,Jawa Barat,100,Gearbox PLTBMaster,Generator,438.16,Failed,2,PLTB,3,Cloudy,37.7
475,475,2023-10-08 07:19:44.920375,2023,10,8,19,Likupang,DKI Jakarta,43,Binary Cycle Plant GeoFlow,Wellhead,1438.01,Operational,4,PLTU,4,Overcast,24.6
476,476,2024-12-24 05:20:44.920375,2024,12,24,8,Lahendong,DKI Jakarta,8,Gearbox PLTBMaster,Generator,1792.7,Degraded,2,PLTB,8,Hazy,30.2
477,477,2025-02-07 00:21:44.920375,2025,2,7,3,Saguling,Jawa Tengah,8,Gearbox PLTBMaster,Generator,803.7,Failed,2,PLTB,2,Partly Cloudy,31.5
478,478,2024-07-20 01:25:44.920375,2024,7,20,16,Tambak Lorok,Sulawesi Utara,30,PLTG Generator CAT D1000,Generator Set,1190.83,Standby,6,PLTG,2,Partly Cloudy,27.8
479,479,2024-11-21 05:06:44.920375,2024,11,21,16,Tambak Lorok,Sulawesi Utara,61,Inverter SolMax 5000,Inverter,1209.82,Degraded,1,PLTS,2,Partly Cloudy,25.6
480,480,2024-07-02 20:13:44.920375,2024,7,2,21,Patuha,Lampung,50,Pelletizer BioFuel,Gasifier,660.06,Failed,5,PLTG,8,Hazy,27.2
481,481,2025-01-18 04:02:44.920375,2025,1,18,20,Gunung Salak,Sulawesi Selatan,68,Gearbox PLTBMaster,Gearbox,1352.0,Failed,2,PLTB,5,Rain Showers,33.8
482,482,2025-01-01 01:07:44.920375,2025,1,1,15,Muara Karang,Sumatera Utara,35,Pelletizer BioFuel,Gasifier,409.98,Maintenance,5,PLTG,2,Partly Cloudy,20.7
483,483,2023-06-29 00:57:44.920375,2023,6,29,21,Patuha,Lampung,43,Binary Cycle Plant GeoFlow,Wellhead,956.58,Maintenance,4,PLTU,8,Hazy,32.7
484,484,2023-07-19 09:36:44.920375,2023,7,19,12,Suralaya,Jawa Timur,74,Steam Turbine BioSteam Z,Gasifier,1664.86,Degraded,5,PLTG,2,Partly Cloudy,22.0
485,485,2024-09-28 04:27:44.920375,2024,9,28,15,Muara Karang,Sumatera Utara,21,PLTS Panel B-Series X,Inverter,313.29,Operational,1,PLTS,7,Foggy,33.1
486,486,2024-07-20 03:05:44.920375,2024,7,20,25,Muara Laboh,Jawa Tengah,89,Cooling Tower GeoCool,Steam Turbine,666.58,Degraded,4,PLTU,2,Partly Cloudy,14.8
487,487,2024-10-09 16:26:44.920375,2024,10,9,15,Muara Karang,Sumatera Utara,52,PLTG Boiler BioBurn R1,Gasifier,1816.15,Operational,5,PLTG,4,Overcast,25.3
488,488,2024-02-17 06:52:44.920375,2024,2,17,9,Ulumbu,Sulawesi Selatan,31,Wellhead Unit AlphaTherm,Condenser,1843.36,Degraded,4,PLTU,1,Clear,35.8
489,489,2024-09-04 18:03:44.920375,2024,9,4,1,Karangkates,Jawa Timur,8,Gearbox PLTBMaster,Generator,1714.58,Standby,2,PLTB,1,Clear,10.1
490,490,2024-11-18 10:38:44.920375,2024,11,18,9,Ulumbu,Sulawesi Selatan,38,Gasifier WoodChip X200,Feeder System,1686.24,Maintenance,5,PLTG,4,Overcast,18.4
491,491,2023-06-30 00:25:44.920375,2023,6,30,5,Darajat,Sulawesi Utara,53,Steam Turbine GeoPower X1,Steam Turbine,1672.42,Maintenance,4,PLTU,6,Thunderstorm,13.0
492,492,2024-11-12 00:05:44.920375,2024,11,12,10,Mataloko,Lampung,38,Gasifier WoodChip X200,Feeder System,212.14,Failed,5,PLTG,4,Overcast,30.4
493,493,2024-10-24 06:21:44.920375,2024,10,24,24,Rantau Dedap,Jawa Barat,84,PLTS Panel Array Alpha,Tracker,346.43,Failed,1,PLTS,4,Overcast,39.0
494,494,2024-10-15 16:19:44.920375,2024,10,15,8,Lahendong,DKI Jakarta,77,Wellhead Unit AlphaTherm,Steam Turbine,1490.7,Operational,4,PLTU,2,Partly Cloudy,33.6
495,495,2025-02-09 15:54:44.920375,2025,2,9,18,Jeneponto,Banten,21,PLTS Panel B-Series X,Inverter,1675.46,Operational,1,PLTS,3,Cloudy,32.5
496,496,2025-04-05 09:40:44.920375,2025,4,5,8,Lahendong,DKI Jakarta,27,PLTS Panel Array Alpha,Mounting System,1748.72,Maintenance,1,PLTS,4,Overcast,27.0
497,497,2023-09-21 10:32:44.920375,2023,9,21,21,Patuha,Lampung,54,Binary Cycle Plant GeoFlow,Steam Turbine,156.85,Maintenance,4,PLTU,1,Clear,37.6
498,498,2024-04-29 17:29:44.920375,2024,4,29,18,Jeneponto,Banten,19,PLTB Turbine Vestas V120,Turbine,974.19,Maintenance,2,PLTB,6,Thunderstorm,14.8
499,499,2024-02-05 12:21:44.920375,2024,2,5,21,Patuha,Lampung,86,Steam Turbine GeoPower X1,Heat Exchanger,107.14,Failed,4,PLTU,5,Rain Showers,24.5
500,500,2024-03-31 04:51:44.920375,2024,3,31,8,Lahendong,DKI Jakarta,48,PLTA Turbine T-Francis,Spillway Gate,614.89,Degraded,3,PLTA,6,Thunderstorm,12.6
501,501,2024-09-16 09:53:44.920375,2024,9,16,24,Rantau Dedap,Jawa Barat,90,Generator PLTAGenX,Turbine,1451.09,Failed,3,PLTA,4,Overcast,15.8
502,502,2023-10-10 03:15:44.920375,2023,10,10,22,Dieng,Sumatera Selatan,34,Steam Turbine GeoPower X1,Wellhead,1436.5,Standby,4,PLTU,2,Partly Cloudy,34.6
503,503,2023-09-30 15:06:44.920375,2023,9,30,7,Sibayak,Banten,3,Pelletizer BioFuel,Turbine,1566.59,Standby,5,PLTG,2,Partly Cloudy,39.9
504,504,2024-10-28 22:31:44.920375,2024,10,28,7,Sibayak,Banten,66,Wellhead Unit AlphaTherm,Wellhead,1818.51,Operational,4,PLTU,7,Foggy,33.1
505,505,2024-11-22 08:59:44.920375,2024,11,22,10,Mataloko,Lampung,46,Steam Turbine BioSteam Z,Turbine,1446.21,Operational,5,PLTG,1,Clear,38.9
506,506,2025-01-15 22:01:44.920375,2025,1,15,7,Sibayak,Banten,34,Steam Turbine GeoPower X1,Wellhead,810.76,Standby,4,PLTU,7,Foggy,39.9
507,507,2024-07-06 01:35:44.920375,2024,7,6,8,Lahendong,DKI Jakarta,74,Steam Turbine BioSteam Z,Gasifier,378.66,Degraded,5,PLTG,7,Foggy,23.0
508,508,2024-11-09 06:07:44.920375,2024,11,9,15,Muara Karang,Sumatera Utara,17,Cooling Tower GeoCool,Heat Exchanger,1473.33,Operational,4,PLTU,6,Thunderstorm,14.1
509,509,2024-03-16 06:41:44.920375,2024,3,16,9,Ulumbu,Sulawesi Selatan,75,Kaplan Turbine FlowMax,Generator,1752.06,Maintenance,3,PLTA,2,Partly Cloudy,29.6
510,510,2025-04-27 19:02:44.920375,2025,4,27,2,Cirata,Jawa Barat,62,PLTB Turbine Vestas V120,Gearbox,732.58,Maintenance,2,PLTB,8,Hazy,36.4
511,511,2024-03-25 03:18:44.920375,2024,3,25,10,Mataloko,Lampung,32,Pelletizer BioFuel,Turbine,1528.64,Operational,5,PLTG,5,Rain Showers,39.4
512,512,2024-06-25 16:37:44.920375,2024,6,25,17,Sidrap,NTT,88,Blade Set AeroPro,Turbine,1677.13,Standby,2,PLTB,3,Cloudy,31.2
513,513,2023-08-19 13:35:44.920375,2023,8,19,25,Muara Laboh,Jawa Tengah,64,Kaplan Turbine FlowMax,Turbine,279.14,Maintenance,3,PLTA,5,Rain Showers,20.9
514,514,2024-11-28 06:06:44.920375,2024,11,28,15,Muara Karang,Sumatera Utara,79,Pelletizer BioFuel,Feeder System,1262.34,Maintenance,5,PLTG,4,Overcast,39.3
515,515,2024-07-10 02:33:44.920375,2024,7,10,21,Patuha,Lampung,25,Kaplan Turbine FlowMax,Penstock,1319.05,Failed,3,PLTA,3,Cloudy,36.9
516,516,2024-06-08 04:40:44.920375,2024,6,8,19,Likupang,DKI Jakarta,24,PLTA Turbine T-Francis,Spillway Gate,1819.47,Maintenance,3,PLTA,6,Thunderstorm,10.8
517,517,2024-09-28 04:20:44.920375,2024,9,28,19,Likupang,DKI Jakarta,17,Cooling Tower GeoCool,Heat Exchanger,1261.17,Standby,4,PLTU,6,Thunderstorm,13.3
518,518,2023-06-15 19:18:44.920375,2023,6,15,17,Sidrap,NTT,93,PLTB Turbine G100,Gearbox,1561.92,Operational,2,PLTB,1,Clear,31.6
519,519,2023-09-26 10:56:44.920375,2023,9,26,23,Sorik Marapi,Jawa Timur,11,Pelton Wheel AquaForce,Generator,264.09,Failed,3,PLTA,1,Clear,35.7
520,520,2024-10-26 00:25:44.920375,2024,10,26,25,Muara Laboh,Jawa Tengah,84,PLTS Panel Array Alpha,Tracker,632.62,Standby,1,PLTS,7,Foggy,19.1
521,521,2024-07-16 10:41:44.920375,2024,7,16,18,Jeneponto,Banten,70,Steam Turbine GeoPower X1,Condenser,1802.11,Standby,4,PLTU,1,Clear,12.6
522,522,2025-02-04 20:45:44.920375,2025,2,4,24,Rantau Dedap,Jawa Barat,93,PLTB Turbine G100,Gearbox,1599.11,Failed,2,PLTB,5,Rain Showers,15.3
523,523,2024-03-30 00:14:44.920375,2024,3,30,10,Mataloko,Lampung,72,Cooling Tower GeoCool,Heat Exchanger,368.08,Standby,4,PLTU,7,Foggy,18.9
524,524,2024-04-29 23:47:44.920375,2024,4,29,10,Mataloko,Lampung,75,Kaplan Turbine FlowMax,Generator,407.29,Maintenance,3,PLTA,7,Foggy,34.2
525,525,2024-01-27 22:20:44.920375,2024,1,27,22,Dieng,Sumatera Selatan,91,Engine Cummins KTA50,Fuel System,1992.43,Maintenance,6,PLTG,1,Clear,25.2
526,526,2024-08-02 14:14:44.920375,2024,8,2,15,Muara Karang,Sumatera Utara,29,PLTB Turbine Vestas V120,Nacelle,1863.27,Standby,2,PLTB,7,Foggy,39.7
527,527,2025-05-18 12:22:44.920375,2025,5,18,15,Muara Karang,Sumatera Utara,19,PLTB Turbine Vestas V120,Turbine,1288.95,Maintenance,2,PLTB,1,Clear,22.2
528,528,2024-02-10 16:01:44.920375,2024,2,10,5,Darajat,Sulawesi Utara,34,Steam Turbine GeoPower X1,Wellhead,1330.81,Operational,4,PLTU,5,Rain Showers,27.0
529,529,2023-08-16 21:55:44.920375,2023,8,16,18,Jeneponto,Banten,2,PLTA Turbine T-Francis,Generator,725.08,Standby,3,PLTA,4,Overcast,18.4
530,530,2024-04-25 17:41:44.920375,2024,4,25,12,Suralaya,Jawa Timur,89,Cooling Tower GeoCool,Steam Turbine,959.47,Degraded,4,PLTU,5,Rain Showers,35.4
531,531,2023-12-28 20:22:44.920375,2023,12,28,7,Sibayak,Banten,58,Steam Turbine GeoPower X1,Wellhead,356.82,Maintenance,4,PLTU,4,Overcast,27.4
532,532,2025-03-28 05:27:44.920375,2025,3,28,2,Cirata,Jawa Barat,4,Alternator PLTGGen Pro,Generator Set,579.59,Operational,6,PLTG,5,Rain Showers,19.3
533,533,2024-09-16 14:42:44.920375,2024,9,16,23,Sorik Marapi,Jawa Timur,58,Steam Turbine GeoPower X1,Wellhead,1390.5,Maintenance,4,PLTU,5,Rain Showers,25.2
534,534,2024-03-09 08:09:44.920375,2024,3,9,19,Likupang,DKI Jakarta,33,Pelletizer BioFuel,Feeder System,592.11,Operational,5,PLTG,7,Foggy,12.2
535,535,2024-10-13 20:50:44.920375,2024,10,13,9,Ulumbu,Sulawesi Selatan,1,Blade Set AeroPro,Nacelle,1665.75,Maintenance,2,PLTB,2,Partly Cloudy,28.3
536,536,2023-10-27 19:30:44.920375,2023,10,27,6,Wayang PLTBu,NTT,97,Gearbox PLTBMaster,Gearbox,1976.61,Standby,2,PLTB,7,Foggy,15.8
537,537,2024-03-29 02:23:44.920375,2024,3,29,17,Sidrap,NTT,21,PLTS Panel B-Series X,Inverter,388.34,Standby,1,PLTS,1,Clear,17.3
538,538,2024-04-16 03:28:44.920375,2024,4,16,21,Patuha,Lampung,25,Kaplan Turbine FlowMax,Penstock,986.6,Failed,3,PLTA,4,Overcast,17.6
539,539,2024-02-07 00:37:44.920375,2024,2,7,5,Darajat,Sulawesi Utara,61,Inverter SolMax 5000,Inverter,1122.66,Operational,1,PLTS,6,Thunderstorm,38.9
540,540,2024-06-03 07:28:44.920375,2024,6,3,4,Kamojang,Sumatera Utara,20,Alternator PLTGGen Pro,Fuel System,1480.79,Standby,6,PLTG,6,Thunderstorm,29.3
541,541,2024-10-05 21:03:44.920375,2024,10,5,7,Sibayak,Banten,28,PLTB Turbine Vestas V120,Generator,1046.32,Maintenance,2,PLTB,6,Thunderstorm,15.1
542,542,2024-05-04 03:52:44.920375,2024,5,4,25,Muara Laboh,Jawa Tengah,13,PLTS Panel Array Alpha,Photovoltaic Panel,1867.6,Maintenance,1,PLTS,7,Foggy,31.0
543,543,2025-04-30 03:39:44.920375,2025,4,30,2,Cirata,Jawa Barat,51,PLTA Turbine T-Francis,Turbine,1679.66,Failed,3,PLTA,6,Thunderstorm,22.3
544,544,2024-06-23 12:29:44.920375,2024,6,23,1,Karangkates,Jawa Timur,24,PLTA Turbine T-Francis,Spillway Gate,129.65,Failed,3,PLTA,4,Overcast,39.7
545,545,2023-09-23 16:49:44.920375,2023,9,23,8,Lahendong,DKI Jakarta,79,Pelletizer BioFuel,Feeder System,689.98,Operational,5,PLTG,3,Cloudy,31.2
546,546,2023-09-03 23:58:44.920375,2023,9,3,23,Sorik Marapi,Jawa Timur,79,Pelletizer BioFuel,Feeder System,1602.65,Maintenance,5,PLTG,8,Hazy,36.2
547,547,2024-09-21 18:32:44.920375,2024,9,21,15,Muara Karang,Sumatera Utara,43,Binary Cycle Plant GeoFlow,Wellhead,1437.88,Standby,4,PLTU,2,Partly Cloudy,32.5
548,548,2023-09-20 02:48:44.920375,2023,9,20,12,Suralaya,Jawa Timur,73,Wellhead Unit AlphaTherm,Steam Turbine,124.56,Operational,4,PLTU,3,Cloudy,16.3
549,549,2025-04-17 16:29:44.920375,2025,4,17,21,Patuha,Lampung,100,Gearbox PLTBMaster,Generator,588.19,Maintenance,2,PLTB,6,Thunderstorm,26.7
550,550,2023-06-02 02:30:44.920375,2023,6,2,12,Suralaya,Jawa Timur,19,PLTB Turbine Vestas V120,Turbine,1987.82,Standby,2,PLTB,2,Partly Cloudy,17.5
551,551,2024-02-27 10:44:44.920375,2024,2,27,12,Suralaya,Jawa Timur,61,Inverter SolMax 5000,Inverter,580.24,Standby,1,PLTS,7,Foggy,18.0
552,552,2023-08-27 23:37:44.920375,2023,8,27,2,Cirata,Jawa Barat,73,Wellhead Unit AlphaTherm,Steam Turbine,1036.28,Failed,4,PLTU,4,Overcast,15.1
553,553,2024-10-27 01:56:44.920375,2024,10,27,1,Karangkates,Jawa Timur,25,Kaplan Turbine FlowMax,Penstock,1630.95,Failed,3,PLTA,6,Thunderstorm,32.5
554,554,2023-06-09 17:34:44.920375,2023,6,9,16,Tambak Lorok,Sulawesi Utara,58,Steam Turbine GeoPower X1,Wellhead,1065.79,Standby,4,PLTU,8,Hazy,39.8
555,555,2023-12-20 18:09:44.920375,2023,12,20,1,Karangkates,Jawa Timur,60,Binary Cycle Plant GeoFlow,Heat Exchanger,154.28,Maintenance,4,PLTU,4,Overcast,17.0
556,556,2023-07-13 12:52:44.920375,2023,7,13,6,Wayang PLTBu,NTT,100,Gearbox PLTBMaster,Generator,792.45,Operational,2,PLTB,1,Clear,18.0
557,557,2023-09-20 14:38:44.920375,2023,9,20,24,Rantau Dedap,Jawa Barat,61,Inverter SolMax 5000,Inverter,1699.58,Failed,1,PLTS,6,Thunderstorm,22.8
558,558,2023-11-12 10:31:44.920375,2023,11,12,8,Lahendong,DKI Jakarta,75,Kaplan Turbine FlowMax,Generator,636.4,Operational,3,PLTA,7,Foggy,39.3
559,559,2024-10-13 12:55:44.920375,2024,10,13,25,Muara Laboh,Jawa Tengah,16,Steam Turbine GeoPower X1,Condenser,163.94,Maintenance,4,PLTU,6,Thunderstorm,19.1
560,560,2023-11-23 10:49:44.920375,2023,11,23,2,Cirata,Jawa Barat,24,PLTA Turbine T-Francis,Spillway Gate,720.66,Failed,3,PLTA,8,Hazy,11.5
561,561,2023-06-16 21:32:44.920375,2023,6,16,8,Lahendong,DKI Jakarta,81,PLTG Generator CAT D1000,Engine,1489.56,Failed,6,PLTG,1,Clear,14.8
562,562,2024-06-14 22:33:44.920375,2024,6,14,15,Muara Karang,Sumatera Utara,36,Wellhead Unit AlphaTherm,Wellhead,1742.3,Standby,4,PLTU,4,Overcast,22.1
563,563,2025-04-26 13:25:44.920375,2025,4,26,12,Suralaya,Jawa Timur,41,Kaplan Turbine FlowMax,Generator,336.87,Degraded,3,PLTA,6,Thunderstorm,21.4
564,564,2023-08-16 06:50:44.920375,2023,8,16,12,Suralaya,Jawa Timur,34,Steam Turbine GeoPower X1,Wellhead,1825.09,Standby,4,PLTU,1,Clear,28.9
565,565,2024-06-11 15:06:44.920375,2024,6,11,24,Rantau Dedap,Jawa Barat,57,Gearbox PLTBMaster,Turbine,1572.73,Degraded,2,PLTB,4,Overcast,18.3
566,566,2024-06-15 00:38:44.920375,2024,6,15,8,Lahendong,DKI Jakarta,94,Pelletizer BioFuel,Boiler,591.97,Operational,5,PLTG,8,Hazy,23.7
567,567,2023-12-12 09:29:44.920375,2023,12,12,19,Likupang,DKI Jakarta,67,Steam Turbine GeoPower X1,Wellhead,1934.55,Standby,4,PLTU,7,Foggy,20.1
568,568,2024-10-20 08:23:44.920375,2024,10,20,19,Likupang,DKI Jakarta,97,Gearbox PLTBMaster,Gearbox,1258.32,Failed,2,PLTB,6,Thunderstorm,18.7
569,569,2024-03-30 08:00:44.920375,2024,3,30,12,Suralaya,Jawa Timur,53,Steam Turbine GeoPower X1,Steam Turbine,936.57,Maintenance,4,PLTU,6,Thunderstorm,14.0
570,570,2024-12-18 15:34:44.920375,2024,12,18,16,Tambak Lorok,Sulawesi Utara,37,PLTB Turbine G100,Turbine,1348.49,Failed,2,PLTB,4,Overcast,25.8
571,571,2024-04-02 18:49:44.920375,2024,4,2,6,Wayang PLTBu,NTT,45,PLTG Generator CAT D1000,Fuel System,464.92,Failed,6,PLTG,5,Rain Showers,37.7
572,572,2024-02-25 03:37:44.920375,2024,2,25,10,Mataloko,Lampung,31,Wellhead Unit AlphaTherm,Condenser,1330.14,Failed,4,PLTU,7,Foggy,23.4
573,573,2023-10-06 11:27:44.920375,2023,10,6,3,Saguling,Jawa Tengah,99,PLTG Generator CAT D1000,Exhaust System,981.02,Standby,6,PLTG,7,Foggy,16.2
574,574,2023-12-02 19:01:44.920375,2023,12,2,6,Wayang PLTBu,NTT,73,Wellhead Unit AlphaTherm,Steam Turbine,1449.95,Failed,4,PLTU,3,Cloudy,39.3
575,575,2024-12-04 22:02:44.920375,2024,12,4,25,Muara Laboh,Jawa Tengah,69,Central Inverter SunGrow,Tracker,934.33,Degraded,1,PLTS,7,Foggy,22.3
576,576,2024-06-01 14:39:44.920375,2024,6,1,20,Gunung Salak,Sulawesi Selatan,70,Steam Turbine GeoPower X1,Condenser,808.53,Maintenance,4,PLTU,4,Overcast,24.7
577,577,2025-04-22 12:01:44.920375,2025,4,22,25,Muara Laboh,Jawa Tengah,87,Binary Cycle Plant GeoFlow,Condenser,1265.1,Failed,4,PLTU,4,Overcast,34.6
578,578,2024-01-25 23:46:44.920375,2024,1,25,3,Saguling,Jawa Tengah,66,Wellhead Unit AlphaTherm,Wellhead,1982.68,Standby,4,PLTU,6,Thunderstorm,27.9
579,579,2024-08-27 19:26:44.920375,2024,8,27,4,Kamojang,Sumatera Utara,24,PLTA Turbine T-Francis,Spillway Gate,454.31,Failed,3,PLTA,6,Thunderstorm,10.7
580,580,2023-08-30 15:05:44.920375,2023,8,30,14,Grati,Jawa Tengah,17,Cooling Tower GeoCool,Heat Exchanger,771.53,Operational,4,PLTU,1,Clear,30.2
581,581,2023-10-11 10:43:44.920375,2023,10,11,5,Darajat,Sulawesi Utara,13,PLTS Panel Array Alpha,Photovoltaic Panel,984.41,Standby,1,PLTS,2,Partly Cloudy,27.6
582,582,2024-08-15 18:50:44.920375,2024,8,15,14,Grati,Jawa Tengah,8,Gearbox PLTBMaster,Generator,1845.28,Standby,2,PLTB,3,Cloudy,24.7
583,583,2023-09-01 22:26:44.920375,2023,9,1,7,Sibayak,Banten,70,Steam Turbine GeoPower X1,Condenser,826.11,Maintenance,4,PLTU,8,Hazy,19.6
584,584,2023-07-13 06:26:44.920375,2023,7,13,24,Rantau Dedap,Jawa Barat,70,Steam Turbine GeoPower X1,Condenser,436.75,Standby,4,PLTU,5,Rain Showers,34.5
585,585,2025-03-17 18:17:44.920375,2025,3,17,17,Sidrap,NTT,40,PLTS Panel Array Alpha,Inverter,212.91,Failed,1,PLTS,7,Foggy,12.4
586,586,2025-02-04 01:53:44.920375,2025,2,4,24,Rantau Dedap,Jawa Barat,38,Gasifier WoodChip X200,Feeder System,1485.53,Operational,5,PLTG,5,Rain Showers,22.9
587,587,2024-10-26 11:16:44.920375,2024,10,26,7,Sibayak,Banten,6,PLTS Panel B-Series X,Mounting System,1369.05,Failed,1,PLTS,6,Thunderstorm,10.3
588,588,2024-03-20 02:06:44.920375,2024,3,20,23,Sorik Marapi,Jawa Timur,25,Kaplan Turbine FlowMax,Penstock,944.03,Maintenance,3,PLTA,6,Thunderstorm,30.1
